"county","black_pop_1980","total_pop_1980","black_pop_2010","total_pop_2010","black_pop_2000","total_pop_2000","black_pop_1960","total_pop_1960","black_pop_1910","total_pop_1910"
29195,1236,24919,1235,23370,1280,23756,1359,25148,3784,29448
29197,3,4979,1,4431,2,4170,0,5052,4,9062
29199,2,5415,3,4843,10,4983,4,6484,45,11869
29201,3176,39647,4468,39191,4246,40422,3166,32748,545,22372
29203,1,7885,17,8441,14,8324,0,7087,0,11443
29205,72,7826,32,6373,66,6799,194,9063,558,14864
29207,646,29009,275,29968,270,29705,1994,29490,24,27807
29209,0,15587,53,32202,21,28658,3,8176,1,11559
29211,5,7434,34,6714,10,7219,2,8783,93,18598
29213,29,20467,449,51675,138,39703,0,10238,1,9134
29215,7,21070,876,26008,49,23003,5,17758,2,21458
29217,37,19806,102,21159,125,20454,15,20540,138,28827
29219,494,14900,621,32513,476,24525,356,8750,478,9123
29221,107,17983,557,25195,578,23344,135,14346,403,13378
29223,5,11277,38,13521,22,13259,4,8638,23,15181
29225,62,20414,326,36202,359,31045,17,13753,87,17377
29227,1,3008,12,2171,4,2382,0,3936,0,8007
29229,36,16188,88,18815,50,17955,92,14183,236,18315
30001,4,8186,23,9246,17,9202,1,7194,26,6446
30003,5,11096,31,12865,5,12671,14,10007,NULL,NULL
30005,2,6999,7,6491,12,7009,14,8091,NULL,NULL
30007,2,3267,15,5612,12,4385,0,2804,19,3491
30009,3,8099,33,10078,24,9552,2,8317,5,13962
30011,0,1799,1,1160,1,1360,0,2493,NULL,NULL
30013,981,80696,1010,81327,900,80357,517,73418,145,28833
30015,1,6092,3,5813,5,5970,0,7348,56,17191
30017,4,13109,34,11699,11,11696,18,13227,94,14123
30019,0,2835,3,1751,0,2017,0,3755,NULL,NULL
30021,5,11805,27,8966,23,9059,2,12314,12,12725
30023,40,12518,38,9298,16,9417,102,18640,130,12988
30025,0,3763,2,2890,4,2837,1,3997,NULL,NULL
30027,8,13076,25,11586,10,11893,12,14018,64,17385
30029,37,51966,201,90928,113,74471,27,32965,27,18785
30031,36,42865,289,89513,156,67831,20,26045,49,14079
30033,0,1656,3,1206,1,1279,0,1981,NULL,NULL
30035,3,10628,17,13399,11,13247,24,11565,NULL,NULL
30037,5,1026,0,884,0,1042,0,1203,NULL,NULL
30039,0,2700,3,3079,0,2830,0,3014,10,2942
30041,9,17985,50,16096,15,16673,24,18653,NULL,NULL
30043,2,7029,16,11406,14,10049,4,4297,12,5601
30045,0,2646,1,2072,1,2329,1,3085,NULL,NULL
30047,20,19056,98,28746,31,26507,16,13104,NULL,NULL
30049,57,43039,217,63395,111,55716,71,28006,430,21853
30051,0,2329,2,2339,0,2158,0,2624,NULL,NULL
30053,7,17752,23,19687,21,18837,3,12537,1,3638
30055,0,2702,4,1734,6,1977,0,3321,27,7229
30057,0,5448,15,7691,3,6851,2,5211,NULL,NULL
30059,0,2154,2,1891,0,1932,5,2616,30,4190
30061,0,3675,11,4223,8,3884,0,3037,NULL,NULL
30063,139,76016,445,109299,261,95802,54,44663,133,23596
30065,2,4428,10,4538,3,4497,3,4888,NULL,NULL
30067,2,12660,21,15636,63,15694,8,13168,21,10731
30069,1,655,0,494,0,493,0,894,NULL,NULL
30071,0,5367,1,4253,7,4601,3,6027,NULL,NULL
30073,1,6731,7,6153,6,6424,0,7653,NULL,NULL
30075,0,2520,1,1743,0,1858,0,2485,NULL,NULL
30077,12,6958,69,7027,36,7180,16,7002,43,5904
30079,0,1836,0,1179,0,1199,0,2318,NULL,NULL
30081,37,22493,79,40212,49,36070,1,12341,13,11666
30083,5,12243,13,9746,9,9667,0,10504,NULL,NULL
30085,0,10467,13,10425,5,10620,11,11731,NULL,NULL
30087,8,9899,25,9233,22,9383,7,6187,18,7985
30089,6,8675,17,11413,13,10227,1,6880,19,3713
30091,5,5414,7,3384,4,4105,6,6458,NULL,NULL
30093,42,38092,111,34200,54,34606,82,46454,260,56848
30095,0,5598,9,9117,11,8195,1,5526,NULL,NULL
30097,0,3216,4,3651,2,3609,0,3290,1,4029
30099,0,6491,3,6073,12,6445,1,7295,7,9546
30101,1,5559,29,5324,8,5267,1,7904,NULL,NULL
30103,0,981,0,718,1,861,0,1345,NULL,NULL
30105,5,10250,17,7369,10,7675,156,17080,15,13630
30107,0,2359,7,2168,3,2259,1,3026,NULL,NULL
30109,0,1476,0,1017,2,1068,0,1698,NULL,NULL
30111,289,108035,935,147972,580,129352,235,79016,167,22944
31001,125,30656,248,31364,200,31151,209,28944,97,20900
31003,3,8675,19,6685,4,7452,0,10176,9,14003
31005,0,513,0,460,0,444,0,680,NULL,NULL
31007,0,918,0,690,1,819,0,1269,0,1444
31009,0,867,1,478,0,583,0,1016,14,1672
31011,0,7391,23,5505,3,6259,0,9134,5,13145
31013,47,13696,52,11308,45,12158,36,11688,55,6131
31015,0,3331,1,2099,0,2438,1,4513,3,8826
31017,0,4377,2,3145,1,3525,0,4436,5,6083
31019,51,34797,383,46102,232,42259,32,26236,58,21907
31021,1,8813,26,6858,14,7791,5,10192,5,12726
31023,1,9330,24,8395,9,8767,0,10312,12,15403
31025,38,20297,87,25241,43,24334,6,17821,30,19786
31027,1,11375,7,8852,10,9615,1,13368,2,15191
31029,1,4758,5,3966,7,4068,0,4317,0,3613
31031,1,6758,13,5713,4,6148,9,8218,80,10414
31033,13,10057,19,9998,14,9830,31,14828,4,4551
31035,1,8106,22,6542,12,7039,2,8717,9,15729
31037,2,9890,89,10515,7,10441,7,9595,12,11610
31039,4,11664,13,9139,13,10203,4,12435,1,13782
31041,0,13877,28,10939,8,11793,2,16517,54,25668
31043,51,16573,660,21006,126,20253,142,12168,12,6564
31045,81,9609,134,9182,73,9060,10,9536,105,8254
31047,14,22304,744,24326,76,24365,12,19405,11,15961
31049,0,2462,1,1941,1,2098,0,3125,0,1786
31051,2,7137,18,6000,2,6339,1,8106,0,11477
31053,56,35847,205,36691,156,36160,14,32471,56,22145
31055,39832,397038,60071,517110,53330,463585,25269,343490,5208,168546
31057,0,2861,7,2008,1,2292,0,3570,8,4098
31059,7,7920,36,5890,14,6634,5,9425,8,14674
31061,3,4377,2,3225,0,3574,0,5449,2,10303
31063,1,3647,0,2756,3,3099,0,4311,1,8572
31065,0,6486,10,4959,4,5324,0,7711,7,12083
31067,30,24456,72,22311,73,22993,40,26818,58,30325
31069,0,2802,4,2057,3,2292,0,3472,4,3538
31071,0,2363,3,2049,0,1902,1,2699,14,3417
31073,0,2140,8,2044,0,2143,0,2489,1,4933
31075,0,877,0,614,0,747,0,1009,15,1097
31077,0,3462,16,2538,18,2714,0,4595,5,8047
31079,120,47690,1023,58607,195,53534,82,35757,129,20361
31081,2,9301,19,9124,17,9403,2,8714,29,13459
31083,1,4292,1,3423,5,3786,0,5081,24,9578
31085,0,1356,0,967,2,1068,0,1919,4,3011
31087,2,4079,7,2908,3,3111,1,4829,1,5415
31089,1,13552,16,10435,4,11551,1,13722,10,15545
31091,0,990,0,736,0,783,0,1130,0,981
31093,2,6773,15,6274,20,6567,1,6541,3,10783
31095,7,9817,24,7547,6,8333,2,11620,33,16852
31097,0,5285,278,5217,5,4488,1,6281,1,10187
31099,6,7053,12,6489,11,6882,1,6580,15,9106
31101,2,9364,18,8368,7,8875,1,7958,0,3692
31103,0,1301,0,824,0,983,0,1672,7,3452
31105,1,4882,6,3821,9,4089,1,7975,2,1942
31107,1,11457,8,8701,8,9374,3,13300,8,18358
31109,3521,192884,9920,285407,7052,250291,2537,155272,870,73793
31111,100,36455,262,36288,188,34632,92,28491,25,15684
31113,0,983,1,763,1,774,0,1108,0,1521
31115,1,859,1,632,0,712,0,1097,4,2188
31117,0,593,2,539,0,533,0,735,3,2470
31119,29,31382,444,34876,330,35226,61,25145,61,19101
31121,4,8945,15,7845,18,8204,1,8363,28,10379
31123,2,6085,12,5042,4,5440,0,7057,6,4584
31125,0,4740,8,3735,0,4038,1,5635,12,8926
31127,84,8367,63,7248,27,7576,3,9099,19,13095
31129,1,6726,6,4500,1,5057,4,8217,4,13019
31131,9,15183,75,15740,44,15396,29,16503,81,19323
31133,0,3937,9,2773,0,3087,3,5356,0,10582
31135,0,3637,11,2970,1,3200,0,4189,0,2570
31137,1,9769,13,9188,11,9747,0,9800,8,10451
31139,1,8481,14,7266,6,7857,0,8722,0,10122
31141,4,28852,145,32237,111,31662,2,23992,15,19006
31143,1,6320,6,5406,1,5639,0,7210,6,10521
31145,16,12615,81,11055,18,11448,31,12940,4,11056
31147,2,11315,15,8363,18,9531,15,13903,83,17448
31149,0,2383,1,1526,0,1756,0,2554,1,3627
31151,43,13131,125,14200,50,13843,7,12542,23,17866
31153,3756,86015,6321,158840,5340,122595,423,31281,36,9274
31155,15,18716,71,20780,21,19830,4,17270,21,21179
31157,62,38344,204,36970,98,36951,65,33809,16,8355
31159,52,15789,60,16750,47,16496,2,13581,8,15895
31161,4,7544,12,5469,5,6198,0,9049,1,7328
31163,1,4226,3,3152,2,3318,1,5382,5,8278
31165,2,1845,1,1311,0,1475,3,2575,14,5599
31167,0,6549,41,6129,27,6455,0,5783,1,7542
31169,3,7582,12,5228,1,6055,0,9118,2,14775
31171,0,973,1,647,0,729,0,1078,11,1191
31173,12,7186,17,6940,11,7171,0,7237,13,8704
31175,2,5633,6,4260,7,4647,0,6590,2,9480
31177,60,15508,122,20234,63,18780,14,12103,2,12738
31179,38,9858,129,9595,93,9851,1,9959,1,10397
31181,1,4858,18,3812,6,4061,1,6224,6,12008
31183,0,1060,0,818,0,886,0,1297,33,2292
31185,52,14798,158,13665,140,14598,27,13724,28,18721
32001,95,13917,395,24877,383,23982,64,8452,1,2811
32003,46268,463087,204379,1951269,124885,1375765,11005,127016,12,3321
32005,34,19421,201,46997,129,41259,0,3481,7,1895
32007,81,17269,378,48818,267,45291,121,12011,38,8133
32009,3,777,0,783,1,971,0,619,99,9369
32011,0,1198,2,1987,7,1651,3,767,1,1830
32013,36,9434,87,16528,82,16106,82,5708,36,6825
32015,4,4076,20,5775,12,5794,1,1566,7,1786
32017,13,3732,121,5345,74,4165,1,2431,7,3489
32019,17,13594,417,51980,225,34501,5,6143,4,3568
32021,384,6217,196,4772,242,5071,419,6329,NULL,NULL
32023,55,9048,874,43946,383,32485,51,4374,74,7513
32027,3,3408,253,6753,358,6693,12,3199,NULL,NULL
32029,5,1503,40,4010,10,3399,0,568,10,3045
32031,3552,193623,9814,421407,7093,339486,1628,84743,115,17434
32033,12,8167,395,10030,380,9181,21,9808,46,7441
33001,55,42884,279,60088,165,56325,17,28912,41,21309
33003,11,27931,139,47818,73,43666,1,15829,13,16316
33005,132,62116,390,77117,271,73825,34,43342,26,30659
33007,26,35147,148,33055,40,33111,11,37140,31,30753
33009,412,65806,828,89118,435,81743,37,48857,44,41652
33011,1388,276608,8298,400721,4904,380841,312,178161,77,126072
33013,214,98302,1530,146445,730,136225,65,67785,122,53335
33015,1469,190345,1996,295223,1619,277359,1375,99029,158,52188
33017,241,85408,1242,123143,702,112233,32,59799,25,38951
33019,42,36063,185,43742,96,40458,19,28067,27,19337
34001,34134,194119,44138,274549,44534,252552,28225,160880,10782,71894
34003,33043,845385,52473,905116,46568,884118,16269,780255,3295,138002
34005,45471,362542,74505,448734,64071,423394,14280,224499,3454,66565
34007,67232,471650,100441,513657,92059,508932,35297,392035,9402,142029
34009,5157,82266,4565,97265,5178,102326,3902,48555,1444,19745
34011,19868,132866,31741,156898,29585,146438,13028,106850,2641,55153
34013,316440,851116,320479,783969,327324,793633,180737,923545,18104,512886
34015,16936,199917,29006,288288,23084,254673,12262,134840,2375,37368
34017,70050,556972,83925,634266,82098,608975,41327,610734,7173,537231
34019,1123,87361,3451,128349,2743,121989,1128,54107,438,33569
34021,55545,307863,74318,366513,69502,350761,33714,266392,5125,125657
34023,35768,595893,78462,809858,68467,750162,16489,433856,1846,114426
34025,42985,503173,46443,630380,49609,615301,30730,334401,8279,94734
34027,10017,407630,15360,492276,13181,470212,5375,261620,1940,74704
34029,9439,346038,18164,576567,15268,510916,3351,108241,438,21318
34031,59171,447585,64295,501226,64647,489049,26799,406618,2401,215902
34033,9744,64676,9309,66083,9498,64285,8812,58711,3324,26999
34035,10123,203129,28943,323444,22396,297490,4476,143913,1414,38820
34037,680,116119,2677,149265,1502,144166,160,49255,168,26781
34039,81207,504094,118313,536499,108593,522541,37972,504255,5353,140197
34041,933,84429,3818,108692,1914,102437,542,63220,364,43187
35001,9795,419700,19652,662564,15401,556678,4672,262199,NULL,NULL
35003,10,2720,16,3725,10,3543,30,2773,NULL,NULL
35005,1137,51103,1323,65645,1209,61382,2050,57649,NULL,NULL
35006,NULL,NULL,275,27213,246,25595,NULL,NULL,NULL,NULL
35007,56,13667,64,13750,45,14189,75,13806,NULL,NULL
35009,2873,42019,3055,48376,3090,45044,1798,32691,NULL,NULL
35011,1,2454,3,2022,1,2240,3,2991,NULL,NULL
35013,1597,96340,3656,209233,2723,174682,1375,59948,NULL,NULL
35015,866,47855,743,53829,805,51658,1047,50783,NULL,NULL
35017,132,26204,255,29514,162,31002,94,18700,NULL,NULL
35019,5,4496,79,4687,62,4680,7,5610,NULL,NULL
35021,0,1090,2,695,3,810,1,1874,NULL,NULL
35023,13,6049,29,4894,24,5932,11,4961,NULL,NULL
35025,2700,55993,2641,64727,2426,55511,2624,53429,NULL,NULL
35027,52,10997,96,20497,68,19411,19,7744,NULL,NULL
35028,73,17599,102,17950,67,18343,33,13037,NULL,NULL
35029,254,15585,288,25095,236,25016,193,9839,NULL,NULL
35031,319,56449,360,71492,296,74798,346,37209,NULL,NULL
35033,2,4205,32,4881,5,5180,2,6028,NULL,NULL
35035,2162,44665,2251,63797,2440,62298,1442,36976,NULL,NULL
35037,136,10577,103,9041,85,10155,136,12279,NULL,NULL
35039,35,29282,204,40246,143,41190,40,24193,NULL,NULL
35041,210,15695,364,19846,298,18018,50,16198,NULL,NULL
35043,300,34799,2800,131561,1535,89908,8,14201,NULL,NULL
35045,333,81433,756,130044,499,113801,438,53306,NULL,NULL
35047,88,22751,412,29393,236,30126,79,23468,NULL,NULL
35049,402,75360,1239,144170,826,129292,235,44970,NULL,NULL
35051,12,8454,49,11988,64,13270,20,6409,NULL,NULL
35053,53,12566,188,17866,116,18078,47,10168,NULL,NULL
35055,45,19456,143,32937,105,29979,55,15934,NULL,NULL
35057,15,7491,219,16383,280,16911,14,6497,NULL,NULL
35059,0,4725,80,4549,0,4174,2,6068,NULL,NULL
35061,344,61115,1071,76569,837,66152,117,39085,NULL,NULL
36001,18839,285909,38609,304204,32624,294565,11210,272926,1222,173666
36003,161,51742,524,48946,361,49927,102,43978,325,41412
36005,371926,1168972,505200,1385108,475007,1332650,163896,1424815,NULL,NULL
36007,3131,213648,9614,200600,6575,200536,1290,212661,725,78809
36009,615,85697,1024,80317,890,83955,493,80187,333,65919
36011,1941,79894,3195,80026,3272,81963,1329,73942,661,67106
36013,1901,146925,3197,134905,3051,139750,1259,145377,169,105126
36015,3939,97656,5828,88830,5303,91070,2560,98706,593,54662
36017,235,49344,345,50477,422,51401,204,43243,196,35575
36019,2330,80750,3209,82128,2863,79894,2582,72722,251,48230
36021,2010,59487,2855,63096,2850,63094,1515,47322,1103,43658
36023,314,48820,760,49336,416,48599,63,41113,71,29249
36025,285,46824,779,47980,568,48055,173,43540,226,45575
36027,17131,245055,29518,297488,26097,280150,9917,176008,2367,87661
36029,102947,1015472,123931,919040,123529,950265,74880,1064688,2059,528985
36031,137,36176,1073,39370,1092,38851,122,35300,82,33458
36033,88,44929,3127,51599,3389,51134,62,44742,53,45717
36035,473,55153,1060,55531,992,55073,328,51304,317,44534
36037,1122,59400,1612,60079,1284,60370,741,53994,162,37615
36039,1225,40861,2826,49221,2664,48195,865,31372,513,30214
36041,0,5034,35,4836,24,5379,4,4267,0,4373
36043,118,66714,700,64519,329,64427,84,66370,196,56356
36045,274,88151,5876,116229,6517,111738,232,87835,244,80382
36047,722812,2230936,860083,2504700,898350,2465326,371405,2627319,22708,1634351
36049,15,25035,184,27087,106,26944,10,23249,13,24849
36051,666,57006,1598,65393,1938,64328,839,44053,344,38037
36053,472,65150,1350,73442,916,69441,328,54635,296,39289
36055,71041,702238,113171,744344,101078,735343,24184,586387,1224,283212
36057,262,53439,951,50219,572,49708,229,57240,213,57567
36059,90743,1321582,149049,1339532,134673,1334544,39350,1300171,2317,83930
36061,309854,1428285,246687,1585873,267302,1537195,397101,1698281,64651,2762522
36063,11028,227354,14851,216469,13520,219846,8030,242269,435,92036
36065,7719,253466,14688,234878,13521,235469,4768,264401,632,154157
36067,30117,463920,51220,467026,43011,458336,11767,423028,1296,200298
36069,1458,88909,2432,107931,2068,100224,960,68070,365,52286
36071,16225,259603,37946,372813,27601,341367,9644,183734,3081,116001
36073,1988,38496,2523,42883,3230,44171,1462,34159,147,32000
36075,434,113901,972,122109,717,122377,194,86118,437,71664
36077,355,59075,1066,62259,1079,61676,150,51942,104,47216
36079,417,77193,2350,99710,1562,95745,116,31722,190,14665
36081,354129,1891325,426683,2230722,446189,2229379,145855,1809578,3198,284041
36083,4117,151966,10338,159429,7147,152538,2366,142585,798,122276
36085,25616,352121,49857,468730,42914,443728,9674,221991,1152,85969
36087,18016,259530,37058,311687,31472,286753,6854,136803,1534,46873
36089,230,114254,2420,111944,2664,111931,96,111239,56,89005
36091,1409,153759,3269,219607,2725,200635,811,89096,697,61917
36093,4682,149946,14710,154727,9953,146555,2171,152896,288,88235
36095,252,29710,435,32749,403,31582,81,22616,224,23855
36097,72,17686,159,18343,279,19224,106,15044,184,14004
36099,337,33733,1607,35251,758,33342,326,31984,122,26972
36101,893,99217,1540,98990,1347,98726,790,97691,357,83362
36103,71741,1284231,111224,1493350,98553,1419369,33035,666784,2771,96138
36105,4446,65155,7039,77547,6292,73966,1879,45272,64,33808
36107,277,49812,375,51125,282,51784,189,37802,242,25624
36109,2721,87085,4020,101564,3508,96501,1241,66164,533,33647
36111,6474,158158,10982,182493,9646,177749,4003,118804,2026,91769
36113,240,54854,590,65707,395,63303,147,44002,25,32223
36115,913,54795,1893,63216,1785,61042,539,48476,197,47778
36117,2728,84581,2887,93772,3044,93765,1517,67989,194,50179
36119,104815,866599,138118,949113,131132,923459,60455,808891,8986,283055
36121,1020,39895,2375,42155,2395,43424,807,34793,88,31880
36123,130,21459,203,25348,139,24621,121,18614,134,18642
37001,19113,99319,28369,151131,24544,130800,14740,85674,7173,28712
37003,1668,24999,2043,37198,1557,33603,1067,15625,910,11592
37005,203,9587,140,11155,131,10677,209,7734,340,7745
37007,11935,25649,13090,26948,12295,25275,11961,24962,13326,25465
37009,182,22325,161,27281,162,24384,191,19768,550,19074
37011,136,14409,709,17797,598,17167,151,12009,NULL,NULL
37013,12783,40355,12223,47759,13051,44958,13276,36014,12941,30877
37015,12441,21024,13296,21282,12326,19773,14447,24350,13503,23039
37017,11801,30491,12268,35190,12235,32278,11958,28881,8392,18006
37019,8287,35777,12291,107431,10516,73143,7159,20278,5406,14432
37021,13997,160934,15211,238318,15425,206330,14040,130074,7982,49798
37023,5213,72504,6012,90912,5984,89148,3700,52701,2570,21408
37025,12201,85895,27219,178011,15961,131063,10811,68137,6095,26240
37027,3874,67746,4086,83029,4223,77415,3492,49552,2416,20579
37029,1876,5829,1316,9980,1189,6885,2357,5598,2213,5640
37031,3859,41092,4041,66469,4151,59383,3684,30940,2292,13776
37033,9016,20705,8020,23719,8583,23501,9549,19912,7651,14858
37035,9746,105208,13041,154358,11862,141685,6770,73191,3471,27918
37037,8987,33415,8392,63505,8422,49329,8408,26785,7668,22635
37039,401,18933,350,27444,387,24298,317,16335,503,14136
37041,5210,12558,5070,14793,5450,14526,5462,11729,6159,11303
37043,34,6619,64,10587,70,8775,49,5526,158,3909
37045,17400,83435,20332,98078,20155,96287,14779,66048,5779,29494
37047,15394,51037,17713,58098,16934,54749,16254,48973,8955,28020
37049,19287,71043,23193,103505,22966,91436,16742,58773,14310,25594
37051,75726,247160,117117,319431,105731,302963,37690,148418,15353,35284
37053,1758,11089,1361,23547,1318,18190,2083,6601,2598,7693
37055,827,13377,834,33920,797,29967,403,5935,495,4841
37057,11319,113162,14421,162878,13463,147246,8622,79493,3744,29404
37059,2556,24599,2593,41240,2368,34835,2065,16728,2350,13394
37061,14003,40952,14773,58505,14198,49063,15142,40270,9281,25442
37063,55424,152785,101577,267587,88109,223314,35862,111995,12383,35276
37065,28433,55988,32435,56552,31949,55606,28096,54226,19453,32010
37067,59403,243683,91227,350670,78388,306067,45659,189428,14027,47311
37069,12301,30055,16212,60619,14193,47260,12718,28755,11564,24692
37071,19868,162568,31431,206086,26405,190365,16560,127074,8502,37063
37073,4664,8875,4044,12197,4120,10516,5009,9254,4693,10455
37075,1,7217,17,8861,15,7993,0,6432,0,4749
37077,14941,34043,19652,59916,16943,48498,14717,33110,12239,25102
37079,7298,16117,7964,21362,7820,18974,8424,16741,6096,13083
37081,79374,317154,158899,488406,123253,421048,51159,246520,15379,60497
37083,26053,55286,29109,54691,30151,57370,31926,58956,24328,37646
37085,13850,59570,23973,114678,20481,91025,13032,48236,6442,22174
37087,743,46495,624,59036,684,54033,867,39711,567,21020
37089,2122,58580,3224,106740,2725,89173,1961,36163,1815,16262
37091,12810,23368,14933,24669,13459,22601,13398,22718,9098,15436
37093,8875,20383,15716,46952,12664,33646,7931,16356,NULL,NULL
37095,2088,5873,1836,5810,2043,5826,2435,5765,3701,8840
37097,14264,82538,19047,159437,16762,122660,11125,62526,7456,34315
37099,520,25811,745,40271,552,33121,341,17780,603,12998
37101,13915,70599,25546,168878,19090,121965,14116,62936,10169,41401
37103,4212,9705,3289,10153,3724,10381,5163,11005,4096,8721
37105,8098,36718,11565,57866,10032,49040,5884,26561,3526,11376
37107,22795,59819,24121,59495,24115,59648,21847,55276,10225,22769
37109,3832,42372,4340,78265,4108,63780,3523,28814,2797,17132
37111,1549,35135,1708,44996,1753,42151,1373,26742,2080,13538
37113,382,20178,447,33922,357,29811,278,14935,576,12191
37115,135,16827,240,20764,162,19635,118,17217,432,20132
37117,11555,25948,10651,24505,11611,25593,13554,27139,8838,17797
37119,107006,404270,282804,919628,193838,695454,66701,272111,25481,67031
37121,18,14428,58,15579,34,15687,38,13906,343,17245
37123,5517,22469,5231,27798,5857,26822,4580,18408,3660,14967
37125,10693,50505,11839,88247,11589,74769,9666,36733,5637,17010
37127,22089,67153,35650,95840,29664,87420,24205,61002,14104,33727
37129,22371,103471,29907,202667,27203,160307,19865,71742,15302,32037
37131,13709,22584,12895,22099,13125,22086,17093,26811,13062,22323
37133,22775,112784,27672,177772,27790,150355,10511,82706,4238,14125
37135,13326,77055,15928,133801,16298,118227,10131,42970,4926,15064
37137,3238,10398,2632,13144,3178,12934,3611,9850,3773,9966
37139,10383,28462,15355,40661,13975,34897,10114,25630,8357,16693
37141,8623,22215,9269,52217,9689,41082,8886,18508,7620,15471
37143,3581,9486,3347,13453,3182,11368,4303,9178,5589,11054
37145,9159,29164,10646,39464,10049,35623,9306,26394,7474,17356
37147,30966,90146,57257,168148,45019,133798,30467,69942,18106,36340
37149,1191,12984,918,20510,1079,18324,1422,11395,1094,7640
37151,5755,91728,8176,141752,7342,130454,5105,61497,3421,29491
37153,12104,45481,14269,46639,14215,46564,11774,39202,9225,19673
37155,25600,101610,32637,134168,30973,123339,26256,89102,22518,51945
37157,17186,83426,17655,93643,17987,91928,14649,69629,10474,36442
37159,15607,99186,22392,138428,20562,130340,13917,82817,9074,37521
37161,6550,53787,6854,67810,7066,62899,5391,45091,4288,28385
37163,16735,49687,17128,63431,18018,60161,17251,48013,10043,29982
37165,11361,32273,13943,36157,13434,35998,10374,25183,8473,15363
37167,5649,48517,6630,60585,6657,58100,4482,40873,2132,19909
37169,2373,33086,1916,47401,2084,44711,2258,22314,2569,20151
37171,2929,59449,2749,73673,2965,71219,2795,48205,2632,29705
37173,105,10283,76,13981,221,12968,70,8387,185,10403
37175,1240,23417,1292,33090,1235,29334,854,16372,638,7191
37177,1550,3975,1683,4407,1636,4149,1974,4520,1642,5219
37179,11787,70380,23558,201292,15480,123677,9562,44670,9337,33277
37181,15926,36748,22645,45422,20749,42954,14017,32002,10004,19425
37183,65573,301327,186510,900993,123820,627846,43851,169082,25870,63229
37185,9653,16232,10970,20972,10882,19972,12306,19652,13207,20266
37187,6410,14801,6587,13228,6716,13723,6083,13488,5503,11062
37189,425,31666,877,51079,680,42695,228,17529,246,13556
37191,31620,97054,38499,122623,37422,113329,30106,82059,15579,35698
37193,2804,58657,2830,69340,2733,65632,2694,45269,2591,30282
37195,22981,63132,31686,81234,29032,73814,23207,57716,12350,28269
37197,1354,28439,1192,38406,1246,36348,1128,22804,1174,15428
37199,197,14934,145,17818,101,17774,136,14008,233,12072
38001,1,3584,8,2343,14,2593,0,4449,0,5407
38003,17,13960,86,11066,53,11775,1,16719,2,18066
38005,1,7944,1,6660,7,6964,2,9435,9,12681
38007,0,1138,2,783,0,888,0,1513,6,10186
38009,1,9239,25,6429,16,7149,4,11315,10,17295
38011,0,4229,3,3151,1,3242,0,4154,1,4668
38013,3,3822,4,1968,3,2242,0,5886,4,9064
38015,46,54811,483,81308,182,69416,21,34016,54,13087
38017,142,88247,3428,149778,996,123138,14,66947,120,33935
38019,1,7636,4,3993,7,4831,3,10064,14,15659
38021,1,7207,37,5289,6,5757,1,8147,6,9839
38023,0,3494,5,2071,0,2283,19,5566,3,6015
38025,1,4627,8,3536,1,3600,1,6350,0,5302
38027,1,3554,4,2385,2,2757,0,4936,2,4800
38029,1,5877,2,3550,2,4331,0,8462,9,9796
38031,1,4611,3,3343,5,3759,0,5361,3,5313
38033,2,2391,10,1680,0,1924,0,3100,NULL,NULL
38035,1127,66100,1361,66861,904,66109,287,48677,60,27888
38037,1,4274,1,2394,0,2841,0,6248,NULL,NULL
38039,0,3714,7,2420,0,2754,0,5023,15,6274
38041,0,4275,6,2477,4,2715,0,6317,8,6557
38043,0,3833,6,2435,5,2753,1,5386,11,5962
38045,2,6473,6,4139,1,4701,1,8705,5,10724
38047,0,3493,2,1990,2,2308,0,5369,1,6168
38049,4,7858,8,5395,5,5987,6,11099,14,17627
38051,0,4800,6,2809,0,3390,0,6702,3,7251
38053,1,7132,8,6360,4,5737,6,7296,2,5720
38055,2,12383,8,8962,2,9311,1,14030,4,14496
38057,10,9404,17,8424,4,8644,0,6805,0,4747
38059,7,25177,120,27471,40,25303,4,20992,12,25289
38061,1,7679,16,7673,6,6631,4,10077,1,8491
38063,1,5233,8,3126,3,3715,0,7034,1,10140
38065,2,2495,3,1846,3,2065,0,2610,0,3577
38067,5,10399,21,7413,13,8585,0,12946,5,14749
38069,0,6166,20,4357,5,4675,0,7394,25,9740
38071,5,13048,41,11451,25,12066,9,13443,44,15199
38073,3,6698,19,5457,11,5890,2,8078,8,10345
38075,0,3608,2,2470,6,2610,0,4698,0,7840
38077,9,19207,110,16321,62,17998,1,18824,11,19659
38079,8,12177,21,13937,10,13674,10,10641,6,9558
38081,8,5512,2,3829,2,4366,1,6856,1,9202
38083,0,2819,4,1321,2,1710,0,4350,0,8103
38085,0,3620,7,4153,1,4044,1,3662,NULL,NULL
38087,0,1157,0,727,0,767,1,1893,NULL,NULL
38089,13,23697,197,24199,51,22636,31,18451,6,12504
38091,2,3106,3,1975,1,2258,14,4719,3,7616
38093,31,24154,140,21100,61,21908,10,25137,8,18189
38095,3,4052,2,2246,2,2876,1,5624,19,8963
38097,6,9624,42,8121,9,8477,1,10583,2,12545
38099,4,15371,25,11119,41,12389,1,17997,5,19491
38101,1091,58392,1542,61675,1305,58795,310,47072,67,25281
38103,0,6979,3,4207,7,5102,3,9237,3,11814
38105,3,22237,63,22398,24,19761,5,22051,24,14234
