"county","black_pop_1980","total_pop_1980","black_pop_2010","total_pop_2010","black_pop_2000","total_pop_2000","black_pop_1960","total_pop_1960","black_pop_1910","total_pop_1910"
1067,5799,15302,4942,17302,5268,16310,6965,15286,10150,20943
1069,16611,74632,26176,101547,21840,88787,13870,50718,9597,32414
1071,2150,51407,1781,53227,2019,53926,2231,36681,3136,32918
1073,223759,671324,276525,658466,260608,662047,219542,634864,90617,226476
1075,1975,16453,1643,14564,1906,15904,2101,14271,3180,17487
1077,7845,80546,9257,92709,8663,87966,7242,61622,7096,30936
1079,5074,30170,3938,34339,4648,34803,5464,24501,6933,21984
1081,18652,76283,31901,140247,26071,115092,18233,49754,19643,32867
1083,6539,46005,10429,82782,8752,65676,7620,36513,10255,26880
1085,9937,13253,8310,11299,9885,13473,12438,15417,28125,31894
1087,22579,26829,17729,21452,20403,24105,22287,26717,22039,26049
1089,39069,196966,80376,334811,63025,276700,21910,117348,18894,47041
1091,13346,25047,10872,21027,11655,22539,16832,27098,30846,39923
1093,701,30041,1184,30776,1134,31214,727,21837,520,17495
1095,1016,65622,1494,93019,1207,82231,1113,48018,1365,28553
1097,114787,364980,142992,412992,133465,399843,100968,314301,34719,80854
1099,9742,22651,9614,23068,9747,24324,11324,22372,15727,27155
1101,77614,197038,125477,229363,108583,223510,64474,169210,56867,82178
1103,8816,90231,14185,119490,12485,111064,7625,60454,8198,33781
1105,9019,15012,7276,10591,8111,11861,11401,17358,24494,31222
1107,8978,21481,8211,19746,8999,20949,9784,21882,12951,25055
1109,9825,28050,12054,32899,10835,29605,10740,25987,14437,30815
1111,4869,20075,4607,22913,4977,22380,4973,19477,5717,24659
1113,18656,47356,22135,52947,20319,49756,22906,46351,20198,25937
1115,4128,41205,7150,83593,5263,64742,4263,25388,3632,20715
1117,6947,66298,20732,195085,10606,143293,6071,32132,7641,26949
1119,11711,16908,10316,13763,10827,14798,15297,20041,23322,28699
1121,22745,73826,26055,82291,25339,80321,20952,65495,18265,37921
1123,10451,38676,11083,41616,10518,41475,10112,35007,11457,31034
1125,37405,137541,57611,194656,48327,164875,31303,109047,19026,47559
1127,4839,68660,3928,67023,4364,70713,5610,54211,6538,37013
1129,4726,16821,4380,17581,4867,18097,5021,15372,6064,14454
1131,10151,14755,8465,11670,9479,13183,14592,18739,27602,33810
1133,69,21953,115,24484,94,24843,77,14858,54,12855
2013,NULL,NULL,219,3141,45,2697,NULL,NULL,NULL,NULL
2016,NULL,NULL,332,5561,165,5465,NULL,NULL,NULL,NULL
2068,NULL,NULL,10,1826,27,1893,NULL,NULL,NULL,NULL
2105,NULL,NULL,8,2150,NULL,NULL,NULL,NULL,NULL,NULL
2122,41,25282,269,55400,229,49691,NULL,NULL,NULL,NULL
2164,NULL,NULL,9,1631,1,1823,NULL,NULL,NULL,NULL
2185,22,4199,94,9430,53,7385,NULL,NULL,NULL,NULL
2188,NULL,NULL,37,7523,15,7208,NULL,NULL,NULL,NULL
2195,NULL,NULL,15,3815,NULL,NULL,NULL,NULL,NULL,NULL
2198,NULL,NULL,17,5559,NULL,NULL,NULL,NULL,NULL,NULL
2261,58,8348,46,9636,33,10195,NULL,NULL,NULL,NULL
2275,NULL,NULL,4,2369,NULL,NULL,NULL,NULL,NULL,NULL
2282,NULL,NULL,2,662,1,808,NULL,NULL,NULL,NULL
2451,431151,786775,395781,620961,418951,651154,325589,939024,84749,558485
2951,206386,453085,157160,319294,178266,348189,214377,750026,43960,687029
3251,437,32022,1054,55274,946,52457,NULL,NULL,NULL,NULL
4001,271,52108,175,71518,173,69423,774,30438,NULL,NULL
4003,3224,85686,5465,131346,5321,117755,1348,55039,NULL,NULL
4005,1275,75008,1629,134421,1215,116320,1192,41857,NULL,NULL
4007,88,37080,233,53597,197,51335,100,25745,NULL,NULL
4009,474,22862,683,37220,625,33489,360,14045,NULL,NULL
4011,18,11406,89,8437,44,8547,49,11509,NULL,NULL
4012,NULL,NULL,129,20489,155,19715,NULL,NULL,NULL,NULL
4013,48113,1509052,190519,3817117,114551,3072149,25119,663510,NULL,NULL
4015,99,55865,1882,200186,833,155032,16,7736,NULL,NULL
4017,597,67629,938,107449,857,97470,744,37994,NULL,NULL
4019,15118,531443,34674,980263,25594,843746,8067,265660,NULL,NULL
4021,3017,90918,17215,375770,4958,179727,3681,62673,NULL,NULL
4023,69,20459,179,47420,145,38381,105,10808,NULL,NULL
4025,193,68145,1267,211033,655,167517,137,28912,NULL,NULL
4027,2421,90554,3931,195751,3550,160026,1711,46235,NULL,NULL
5001,4805,24175,4661,19019,4848,20749,5757,23355,4269,16103
5003,7237,26538,5640,21853,6561,24209,8881,24220,13276,25268
5005,26,27409,67,41513,43,38386,0,9943,7,10389
5007,50,78115,2814,221339,629,153406,23,36272,110,33389
5009,2,26067,72,36903,39,33948,3,16116,7,14318
5011,4022,13803,3173,11508,3607,12600,4919,14029,4641,14518
5013,1706,6079,1192,5368,1343,5744,2108,5991,3413,9894
5015,4,16203,103,27446,27,25357,6,11284,66,16829
5017,9414,17793,6381,11800,7617,14117,10747,18990,17682,21987
5019,5079,23326,5413,22995,5186,23546,5409,20950,7367,23686
5021,3,20616,56,16083,33,17609,3,21258,10,23690
5023,4,16909,72,25970,29,24046,1,9059,7,11903
5025,1194,7868,1059,8689,1133,8571,1704,6944,4334,13481
5027,9242,26644,9059,24552,9232,25603,9504,26400,10869,23820
5029,2974,19505,2385,21273,2654,20336,3423,15430,8298,22729
5031,2876,63239,12640,96443,6395,82148,1584,47303,1328,27627
5033,460,36892,725,61948,465,53247,534,21318,2063,23942
5035,21207,49499,26051,50902,23934,50866,28019,47564,19000,22447
5037,5068,20434,3972,17870,4628,19526,5896,19551,6127,14042
5039,3957,10515,3400,8116,3774,9210,4186,10522,4657,12621
5041,8444,19760,6216,13008,7107,15341,9972,20770,12129,15274
5043,4886,17910,5144,18509,5085,18723,5154,15213,11789,21960
5045,3700,46192,11568,113237,7298,86014,2602,24303,4460,23708
5047,154,14705,130,18125,110,17771,120,10213,382,20638
5049,1,9975,40,12245,23,11642,0,6657,44,12193
5051,5756,70531,7615,96024,6873,88068,4964,46697,4665,27271
5053,420,13008,390,17853,406,16464,569,8294,994,9425
5055,5,30744,233,42090,48,37331,14,25198,40,23852
5057,7062,23635,6646,22609,7160,23587,7329,19661,14100,28285
5059,3014,26819,3568,32923,3115,30353,3193,21893,1960,15022
5061,2486,13459,2846,13789,3126,14300,2260,10878,3498,16898
5063,551,30147,722,36647,697,34233,527,20048,1264,24776
5065,3,10768,175,13696,191,13249,54,6766,242,14561
5067,2887,21646,3000,17997,3235,18418,3466,22843,6203,23501
5069,36825,90718,42639,77435,41788,84278,35365,81373,37692,52734
5071,273,17423,364,25540,313,22781,259,12421,517,19698
5073,4189,10213,2845,7645,3123,8559,4979,11030,7181,13741
5075,84,18447,137,17415,79,17774,147,17267,750,20001
5077,8520,15539,5761,10424,7201,12580,12791,21001,19003,24252
5079,4794,13369,4223,14134,4771,14492,6998,14447,9967,15118
5081,3470,13952,2519,13171,2899,13628,2884,9211,5698,13597
5083,307,20144,297,22353,236,22486,325,15957,640,26350
5085,4218,34518,4075,68356,3404,52828,5849,24551,11268,27983
5087,0,11373,28,15717,16,14243,3,9068,45,16056
5089,2,11334,30,16653,20,16140,1,6041,0,10203
5091,9136,37766,10667,43462,9297,40443,8081,31686,7163,19555
5093,16164,59517,15817,46480,16997,51979,20712,70174,13472,30468
5095,5738,14052,3330,8149,3978,10254,8407,17327,12526,19907
5097,11,7771,22,9487,27,9245,20,5370,304,12455
5099,3398,11097,2764,8997,3104,9955,3857,10700,6790,19344
5101,5,7756,9,8330,12,8608,1,5963,10,10612
5103,11002,30541,10468,26120,11125,28790,12161,31641,12333,21774
5105,133,7266,196,10445,177,10209,157,4927,910,9402
5107,18410,34772,13719,21757,15612,26445,25308,43997,26354,33535
5109,414,10373,330,11291,392,11303,336,7864,918,12565
5111,1868,27032,1775,24583,1825,25614,3236,30834,2121,12791
5113,2,17007,65,20662,32,20229,0,11981,46,17216
5115,836,39021,1784,61754,1423,54469,674,21177,1867,24527
5117,1417,10140,1064,8715,1308,9539,1942,10515,4481,13853
5119,81407,340613,133858,382748,115197,361474,51945,242980,35462,86751
5121,155,16834,128,17969,177,18195,168,12520,515,18987
5123,14190,30858,14667,28258,14375,29329,18891,33303,15508,22548
5125,1458,53161,4994,107118,1838,83529,1856,28956,1833,16657
5127,2,9685,53,11233,25,10996,2,7297,22,14302
5129,0,8847,12,8195,3,8261,0,8124,104,14825
5131,4916,95172,8019,125744,7086,115071,4540,66685,5410,52278
5133,783,14060,734,17058,778,15757,957,10156,2296,16616
5135,100,14607,93,17264,84,17119,0,6319,83,11688
5137,7,9022,11,12394,9,11499,0,6294,94,8946
5139,13970,48573,13721,41639,14587,45629,15034,49518,13747,30723
5141,51,13357,68,17295,50,16192,95,7228,220,13509
5143,1475,100494,6006,203065,3539,157715,466,55797,614,33889
5145,1497,50835,3074,77076,2394,67165,1241,32745,2162,28574
5147,3490,11222,1994,7260,2688,8741,5741,13954,11705,20049
5149,352,17026,307,22185,310,21139,427,11940,1759,26323
5151,23006,103217,30491,139966,28915,128283,10353,91023,4188,15329
5152,1122,19042,1009,17835,967,17367,1152,17144,1144,6247
5153,265,6717,347,6650,305,6349,253,6300,416,3245
5154,7229,39916,8437,43475,10009,45049,5561,29427,2524,6765
5155,31600,114486,66237,222209,56823,199184,NULL,NULL,NULL,NULL
5157,52,16509,1783,17411,1059,16897,14,9587,NULL,NULL
5158,1209,9063,746,5961,828,6303,1325,11062,NULL,NULL
5159,13573,45642,20795,43055,21352,48411,11558,46577,6207,19020
5161,223,9515,532,12332,340,10377,144,10192,NULL,NULL
5162,4045,7308,4884,8582,4366,8346,NULL,NULL,NULL,NULL
5163,3104,15322,5498,24286,3935,19279,2593,13639,1480,5874
5164,307,6524,439,7042,428,6837,342,5254,NULL,NULL
5165,42072,122617,68104,137436,65428,146437,18851,89258,NULL,NULL
5166,874,19671,3112,48914,2394,40468,720,11916,NULL,NULL
5167,4661,23397,8367,22591,7484,22354,2972,17895,NULL,NULL
5168,15807,66743,22140,75568,19382,65269,11109,54790,9466,29494
5169,5728,18149,6213,13821,6559,15416,5691,18798,NULL,NULL
5171,93987,266979,104672,242803,103387,234403,78806,305872,25039,67452
5172,249,4757,250,3958,240,3904,381,4996,NULL,NULL
5173,25080,41055,25646,32420,26643,33740,17351,36750,11014,24127
5174,47185,104577,50878,95535,50899,100565,39290,114773,11617,33190
5175,860,13225,1279,16408,1284,15859,620,9371,665,4202
5176,112357,219214,103342,204214,113108,197790,91972,219958,46733,127628
5177,22040,100220,27612,97032,25380,94911,16527,97110,7924,34874
5179,2461,21857,2885,23746,3328,23853,2201,22232,2476,10604
5181,26291,262199,85935,437994,80593,425257,515,8091,NULL,NULL
5182,1294,15329,2229,21006,1945,19520,976,15694,NULL,NULL
5183,1031,9870,1968,14068,1601,11998,928,6832,NULL,NULL
5184,1795,20217,2864,26203,2470,23585,1183,15110,1038,5864
6001,203612,1105379,190451,1510271,215598,1443741,111420,908209,3634,246131
6003,3,1097,0,1175,7,1208,7,397,0,309
6005,152,19314,962,38091,1359,35100,177,9990,2,9086
6007,1702,143851,3415,220000,2816,203171,931,82030,122,27301
6009,74,20710,383,45578,304,40554,93,10289,17,9171
6011,74,12791,195,21419,103,18804,105,12075,50,7732
6013,60172,656380,97161,1049025,88813,948816,25294,409030,67,31674
6015,52,18217,993,28610,1184,27507,27,17771,1,2417
6017,296,85812,1409,181058,813,156299,38,29390,28,7492
6019,25339,514621,49523,930450,42337,799407,17392,365945,474,75657
6021,54,21350,231,28122,155,26453,49,17245,15,7172
6023,543,108514,1505,134623,1111,126518,282,104892,40,33857
6025,2310,92110,5773,174528,5624,142361,2992,72105,65,13591
6027,26,17895,109,18546,29,17945,3,11684,21,6974
6029,21152,403089,48921,839631,39798,661645,16740,291984,369,37715
6031,3583,73738,11014,152982,10747,129461,2578,49954,172,16230
6033,350,36366,1232,64665,1233,58309,7,13786,11,5526
6035,757,21661,2834,34895,2992,33828,493,13597,1,4802
6037,943968,7477503,856874,9818605,930957,9519338,461546,6038771,9424,504131
6039,2174,63116,5629,150865,5072,123109,2782,40468,56,8368
6041,5477,222568,6987,252409,7142,247289,4070,146820,145,25114
6043,72,11108,138,18251,114,17130,28,5064,18,3956
6045,345,66738,622,87841,536,86265,201,51059,31,23929
6047,6806,134560,9926,255793,8064,210554,5056,90446,75,15148
6049,14,8610,82,9686,65,9449,44,8308,4,6191
6051,16,8577,47,14202,61,12853,1,2213,0,2042
6053,18825,290444,12785,415057,15050,401762,7918,198351,107,24146
6055,887,99199,2668,136484,1645,124279,552,65890,48,19800
6057,73,51645,389,98764,259,92033,21,20911,14,14955
6059,25287,1932709,50744,3010232,47649,2846289,3171,703925,97,34436
6061,402,117247,4751,348432,2031,248399,385,56998,55,18237
6063,163,17340,192,20007,130,20824,228,11620,5,5259
6065,30857,663166,140543,2189641,96421,1545387,12486,306191,518,34696
6067,58951,783381,147058,1418788,121804,1223499,19805,502778,631,67806
6069,60,25005,483,55269,573,53234,61,15396,26,8041
6071,47813,895016,181862,2035210,155348,1709434,17234,503591,642,56706
6073,104452,1861846,158213,3095313,161480,2813833,39397,1033011,684,61665
6075,86414,678974,48870,805235,60515,776733,74383,740316,1642,416912
6077,19176,347342,51744,685306,37689,563598,11684,249989,307,50731
6079,2726,155435,5550,269637,5002,246681,1431,81044,77,19383
6081,35487,587329,20436,718451,24840,707161,10846,444387,67,26585
6083,7767,298694,8513,423895,9195,399347,2681,168962,108,27738
6085,43716,1295071,46428,1781642,47182,1682585,4187,642315,262,83539
6087,1461,188141,2766,262382,2477,255602,520,84219,83,26140
6089,723,115715,1548,177223,1225,163256,414,59468,159,18920
6091,3,3073,6,3240,7,3555,8,2247,0,4098
6093,602,39732,571,44900,580,44301,715,32885,29,18801
6095,27785,235203,60750,413344,58827,394542,12741,134597,250,27559
6097,3466,299681,7610,483878,6522,458614,918,147375,43,48394
6099,3124,265900,14721,514453,11521,446997,1141,157294,89,22522
6101,562,52246,1919,94737,1509,78930,193,33380,10,6328
6103,63,38888,406,63463,318,56039,43,25305,91,11401
6105,13,11858,59,13786,58,13022,10,9706,8,3301
6107,3548,245738,7196,442179,5852,368021,3074,168403,190,35440
6109,377,33928,1143,55365,1146,54501,86,14404,14,9979
6111,11199,529174,15163,823318,14664,753197,3598,199138,64,18347
6113,1945,113374,5208,200849,3425,168660,607,65727,280,13926
6115,2231,49733,2361,72155,1904,60219,967,33859,203,10042
8001,6307,245944,13539,441603,10818,363857,633,120296,49,8892
8003,64,11799,172,15445,145,14966,53,10000,NULL,NULL
8005,8446,293621,58107,572003,37428,487967,390,113426,131,10263
8007,2,3664,37,12084,35,9898,10,2629,7,3302
8009,0,5419,24,3788,2,4517,2,6310,2,2516
8011,21,5945,496,6499,219,5998,31,7419,51,5043
8013,1735,189625,2532,294567,2559,291288,141,74254,186,30330
8014,NULL,NULL,587,55889,NULL,NULL,NULL,NULL,NULL,NULL
8015,93,13227,275,17809,257,16242,28,8298,60,7622
8017,1,2153,7,1836,11,2231,0,2789,27,3687
8019,12,7308,56,9088,26,9322,3,2793,43,5001
8021,0,7794,27,8256,18,8400,3,8428,49,11285
8023,4,3071,24,3524,29,3663,1,4219,22,5498
8025,2,2988,559,5823,389,5518,5,3978,NULL,NULL
8027,1,1528,44,4255,13,3503,0,1305,1,1947
8029,20,21225,160,30952,146,27834,5,15602,9,13688
8031,59252,492365,61435,600158,61649,554636,30251,493887,5426,213381
8033,1,1658,4,2064,1,1844,0,2196,1,642
8035,93,25153,3476,285465,1676,175766,2,4816,8,3192
8037,25,13320,359,52197,142,41659,2,4677,1,2985
8039,17,6850,164,23086,128,19872,7,3708,0,5331
8041,19058,309424,38492,622263,33670,516929,5069,143742,1330,43321
8043,351,28676,1843,46824,2464,46145,199,20196,339,18181
8045,27,22514,385,56389,196,43791,18,12017,64,10144
8047,13,2441,28,5441,25,4757,2,685,18,4131
8049,5,7475,57,14843,60,12442,6,3557,9,1862
8051,25,10689,48,15324,68,13956,13,5477,44,5897
8053,0,408,3,843,0,790,0,208,6,646
8055,32,6440,35,6711,216,7862,54,7867,323,13320
8057,1,1863,0,1394,4,1577,0,1758,0,1013
8059,1933,371753,5667,534543,4677,527056,133,127520,134,14231
8061,0,1936,4,1398,8,1622,8,2425,1,2899
8063,2,7599,225,8270,139,8011,2,6957,5,7483
8065,24,8830,27,7310,14,7812,1,7101,71,10600
8067,41,27424,204,51334,136,43941,31,19225,63,10812
8069,627,149184,2500,299630,1650,251494,86,53343,33,25270
8071,53,14897,218,15507,60,15207,56,19983,379,33643
8073,1,4663,290,5467,302,6087,0,5310,8,5917
8075,41,19800,900,22709,420,20504,7,20302,23,9549
8077,214,81530,935,146723,537,116255,88,50715,130,22197
8079,0,804,2,712,0,831,0,424,2,1239
8081,5,13133,42,13795,28,13184,7,7061,NULL,NULL
8083,10,16510,58,25535,33,23830,26,14024,3,5029
8085,40,24352,162,41276,102,33432,5,18286,9,10291
8087,22,22513,808,28159,91,27171,12,21192,17,9577
8089,91,22567,143,18831,154,20311,140,24128,247,20201
8091,5,1925,7,4436,3,3742,0,1601,22,3514
8093,8,5333,69,16206,72,14523,0,1822,1,2492
8095,1,4542,18,4442,9,4480,1,4440,1,3179
8097,24,10338,93,17148,79,14872,15,2381,15,4566
8099,30,13070,64,12551,43,14483,16,13296,38,9520
8101,2254,125972,3222,159063,2685,141472,2247,118707,1689,52223
8103,17,6255,50,6666,11,5986,15,5150,7,2332
8105,3,10511,43,11982,43,12413,14,11160,5,6563
8107,9,13404,99,23509,25,19690,24,5900,28,7561
8109,8,3935,14,6108,7,5917,1,4473,5,4160
8111,0,833,0,699,0,558,0,849,16,3063
8113,5,3192,29,7359,19,6594,0,2944,16,4700
8115,8,3266,8,2379,14,2747,25,4242,15,3061
8117,15,8848,230,27994,160,23548,0,2073,2,2003
8119,5,8034,110,23350,113,20555,0,2495,139,14351
8121,1,5304,30,4814,2,4926,4,6625,31,6002
8123,597,123438,2473,252825,1022,180936,101,72344,92,39177
8125,1,9682,18,10043,11,9841,1,8912,0,8499
9001,66155,807143,99317,916829,88362,882567,33614,653589,3516,245322
9003,66350,807766,119191,894014,99936,857183,31715,689555,2934,250182
9005,1233,156769,2558,189927,1998,182193,845,119856,758,70260
9007,4810,129017,7727,165676,6856,155071,1865,88865,367,45637
9009,67488,761337,109850,862477,93239,824008,34122,660315,5634,337282
9011,8953,238409,16025,274055,13703,259088,4566,185745,1431,91253
9013,1799,114823,5011,152691,3708,136364,443,68737,109,26459
9015,645,92312,2617,118428,2041,109091,279,68572,425,48361
10001,17759,98219,38913,162310,26180,126697,9570,65651,7561,32721
10003,60116,398115,127786,538479,101167,500265,36039,307446,15682,123188
10005,17970,98004,25115,197145,23319,156638,15079,73195,7938,46413
11001,448906,638333,305125,601723,343312,572059,411737,763956,94446,331069
12001,28875,151348,50282,247336,42062,217955,19412,74074,19092,34305
12003,2333,15289,3680,27115,3098,22259,1597,7363,1159,4805
12005,11681,97740,18180,168852,15772,148217,9894,67131,NULL,NULL
12007,4077,20023,5823,28520,5423,26088,2876,12446,3987,14090
12009,23832,272959,54799,543376,40000,476230,12334,111435,1399,4717
12011,113608,1018200,467519,1748066,333304,1623018,54816,333946,NULL,NULL
12013,1132,9294,2011,14625,2056,13017,1189,7422,2140,7465
12015,1115,58460,9089,159978,6219,141627,717,12594,NULL,NULL
12017,1769,54703,3987,141236,2791,118085,1647,9268,3635,6731
12019,3470,67052,18831,190865,9439,140814,2652,19535,2453,6116
12021,4550,85971,21087,321520,11419,251377,2280,15753,NULL,NULL
12023,6841,35399,11818,67531,9623,56513,6070,20077,8411,17689
12027,3557,19039,4431,34862,4098,32209,2532,11683,2351,14200
12029,899,7751,1386,16422,1241,13827,648,4479,NULL,NULL
12031,140561,571003,255018,864263,216780,778879,105655,455411,37270,75163
12033,45945,233794,68282,297619,63010,294410,35856,173829,15111,38029
12035,1303,10913,10884,95696,4401,49832,1733,4566,NULL,NULL
12037,1098,7661,1589,11549,1804,11057,1391,6576,2487,5201
12039,24930,41565,25996,46389,25763,45087,24944,41989,14965,22198
12041,364,5767,897,16939,1010,14437,328,2868,NULL,NULL
12043,810,5992,1588,12884,1114,10576,1013,2950,NULL,NULL
12045,2139,10658,2962,15863,2259,13332,2385,9937,NULL,NULL
12047,3309,8761,5102,14799,5027,13327,3425,7705,5533,11825
12049,1604,19379,1936,27731,2244,26938,1138,12370,NULL,NULL
12051,3455,18599,5261,39140,5340,36210,1984,8119,NULL,NULL
12053,2777,44469,8816,172778,5330,130802,2352,11205,2781,4997
12055,6567,47526,9263,98786,8155,87366,4457,21338,NULL,NULL
12057,86464,646960,205073,1229226,149423,998948,55498,397788,16445,78374
12059,304,14723,1147,19927,1208,18564,452,10844,1194,11557
12061,7806,59896,12397,138028,9253,112947,5380,25309,NULL,NULL
12063,10213,39154,13231,49746,12418,46755,11232,36208,14254,29821
12065,5104,10703,5340,14761,4947,12902,5641,9543,13114,17210
12067,288,4035,1411,8870,1009,7022,344,2889,1361,6710
12069,13240,104870,29103,297052,17503,210528,11122,57383,3627,9509
12071,16321,205266,51069,618754,29035,440888,8540,54539,937,6294
12073,36640,148655,83520,275487,69704,239452,24282,74225,14726,19427
12075,3183,19870,3832,40801,3778,34450,3132,10364,4727,10361
12077,471,4260,1497,8365,1294,7021,478,3138,2111,4700
12079,6339,14894,7460,19224,7549,18733,6723,14154,9410,16919
12081,13263,148442,28230,322833,21611,264002,10452,69168,2346,9550
12083,20276,122488,40828,331298,29900,258916,18001,51616,16376,26941
12085,4719,64014,7842,146318,6673,126731,3392,16932,NULL,NULL
12086,NULL,NULL,472976,2496435,457214,2253362,NULL,NULL,NULL,NULL
12087,3808,63188,4194,73090,3795,79589,4770,47921,5842,21563
12089,4530,32894,4668,73314,4465,57663,4287,17189,5553,10525
12091,9483,109920,16797,180822,15508,170498,3972,61175,NULL,NULL
12093,1717,20264,3203,39996,2844,35910,1051,6424,NULL,NULL
12095,69557,471016,238241,1145956,162899,896344,39088,263540,7604,19107
12097,3012,49287,30369,268685,12702,172493,1977,19029,927,5507
12099,77576,576863,228690,1320134,156055,1131184,51953,228106,2220,5577
12101,4018,193643,20700,464697,7148,344765,4065,36785,2456,7502
12103,55206,728531,94745,916542,82556,921482,33088,374665,NULL,NULL
12105,48275,321652,88833,602095,65545,483924,35960,195139,7419,24148
12107,10358,50549,12030,74364,12003,70423,10010,32212,6804,13096
12109,7464,51303,10684,190039,7744,123135,8213,30034,5454,13208
12111,19032,87182,53036,277789,29714,192695,12732,39294,865,4075
12113,2501,55988,8205,151372,5000,117743,2018,29547,4234,14897
12115,10457,202251,17815,379448,13621,325957,7412,76895,NULL,NULL
12117,18026,179752,47107,422718,34764,365196,13500,54947,NULL,NULL
12119,4587,24272,9022,93420,7351,53345,3053,11869,2255,6696
12121,3927,22287,4754,41551,4221,34844,4064,14961,7813,18603
12123,3521,16532,4669,22570,3666,19256,3234,13168,2689,7103
12125,2965,10166,3449,15535,3070,13442,1616,6043,NULL,NULL
12127,28883,258762,51791,494593,41198,443343,21048,125319,6592,16510
12129,1786,10887,4464,30776,2631,22863,1500,5257,2384,4802
12131,2051,21300,3178,55043,2832,40601,2107,15576,4997,16460
12133,2282,14509,3745,24896,2872,20973,2175,11249,4965,16403
13001,3137,15565,3392,18236,3412,17419,3042,13246,2863,12318
13003,1691,6141,1453,8375,1492,7609,1777,6188,NULL,NULL
13005,1394,9379,1704,11096,1586,10103,1086,8359,NULL,NULL
13007,1898,3808,1613,3451,2053,4074,2674,4543,5718,7973
13009,12980,34686,18965,45720,19392,44700,13481,34064,11005,18354
13011,433,8702,427,18395,464,14422,426,6497,2321,11244
13013,3145,21354,7889,69367,4483,46144,2557,14485,NULL,NULL
13015,4720,40760,10178,100157,6600,76019,4279,28267,6348,25388
13017,4833,16000,6104,17634,5706,17484,4548,13633,4901,11863
13019,1691,13525,2063,19286,1856,16235,1842,12038,6263,22772
13021,58069,150256,81116,155547,72818,153887,47131,141249,27481,56646
13023,2367,10767,3564,13063,2869,11666,2744,9642,NULL,NULL
13025,569,8701,538,18411,582,14629,773,5891,NULL,NULL
13027,6797,15255,5729,16243,6472,16450,7452,15292,14086,23832
13029,2190,10175,4286,30233,3311,23417,2298,6226,3337,6702
13031,9556,35785,19409,70217,16101,55983,8947,24263,10591,26464
13033,10385,19349,11533,23316,11343,22243,13681,20596,22462,27268
13035,5353,13665,6469,23655,5627,19522,4183,8976,7200,13624
13037,3285,5717,4105,6694,3830,6320,4779,7341,8361,11334
13039,4290,13371,9799,50513,8783,43664,3973,9975,5113,7690
13043,2410,7518,2683,10998,2593,9577,2361,6672,NULL,NULL
13045,9679,56346,20089,110527,14241,87268,6987,36451,6383,30855
13047,289,36991,1392,63942,669,53282,307,21101,476,7184
13049,2161,7343,3464,12171,3008,10282,1697,5313,1189,4722
13051,77310,202226,106392,265128,93971,232048,63930,188299,43981,79690
13053,7048,21732,2123,11267,4453,14882,2277,13011,3864,5586
13055,1887,21856,2899,26015,2856,25470,1838,19954,2454,13608
13057,1116,51699,12117,214346,3525,141903,902,23001,1168,16661
13059,17568,74498,30988,116714,27656,101489,11522,45363,11767,23273
13061,2208,3553,1923,3183,2030,3357,2837,4551,6569,8960
13063,10494,150357,171480,259424,121927,236517,4745,46365,4632,10453
13065,1958,6660,1886,6798,2029,6878,2471,6545,3378,8424
13067,13055,297718,171774,688078,114233,607751,8032,114174,7418,28397
13069,6823,26894,11283,42356,9684,37413,5979,21953,7734,21953
13071,8279,35376,10210,45498,9869,42053,8211,34048,4617,19789
13073,5891,40118,18439,124053,10011,89288,4770,13423,9198,12328
13075,4090,13490,4704,17212,4587,15771,3484,11822,NULL,NULL
13077,10703,39268,22029,127317,16032,89215,10464,28893,16267,28800
13079,3047,7684,2818,12630,2974,12495,3363,5816,4922,8310
13081,7645,19489,10079,23439,9547,21996,7619,17768,8616,16423
13083,109,12318,145,16633,96,15154,135,8666,291,4139
13085,0,4774,105,22330,57,15999,1,3590,152,4686
13087,9921,25495,11438,27842,11270,28240,10479,25203,16738,29045
13089,130980,483024,375725,691893,361111,665865,22171,256782,8362,27881
13091,4492,16955,6504,21796,5637,19171,4584,16483,8460,20127
13093,5278,10826,7442,14918,5709,11525,6027,11474,12728,20554
13095,43080,100718,63470,94565,57762,96065,25922,75680,12049,16035
13097,2818,54573,52290,132403,17065,92174,2479,16741,2171,8953
13099,5681,13158,5462,11008,5947,12354,6822,13151,11273,18122
13101,381,2297,171,4034,260,3754,519,1876,990,3309
13103,3418,18327,7048,52250,4876,37535,3501,10144,4278,9971
13105,5767,18758,5950,20166,6328,20511,6108,17835,12082,24125
13107,6591,20795,7562,22598,7267,21837,5900,17815,9990,25140
13109,2927,8428,3205,11000,3461,10495,2583,6952,NULL,NULL
13111,7,14748,83,23682,24,19798,44,13620,162,12574
13113,1276,29043,21395,106567,10465,91263,2431,8199,3815,10966
13115,10253,79800,13640,96317,12050,90565,9914,69130,10482,36736
13117,1,27958,4510,175511,684,98407,4,12170,1098,11940
13119,1533,15185,1850,22084,1792,20285,1528,13274,3974,17894
13121,303508,589904,405575,920581,363656,816006,193024,556326,57985,177733
13123,22,11110,135,28292,63,23456,8,8922,71,9237
13125,389,2382,253,3082,212,2556,763,2672,1507,4669
13127,14500,54981,20726,79626,17874,67568,11598,41954,9774,15720
13129,1322,30070,2005,55186,1527,44104,1208,19228,1356,15861
13131,6284,19845,7176,25011,7133,23659,6661,18015,7403,18457
13133,5992,11391,6105,15994,6403,14406,5873,11193,11636,18512
