"county","total_1960","black_1960","total_1910","black_1910","total_2010","black_2010","total_2000","black_2000","total_1980","black_1980"
47179,64832,2501,28968,2267,122979,4814,107198,4091,88755,3004
47181,11908,206,12062,845,17021,978,16842,1145,13946,168
47183,24227,1755,31929,3470,35021,2736,34895,2424,32896,2070
47185,15577,428,15420,899,25841,459,23102,378,19567,431
47187,25267,5051,24213,7828,183182,7941,126638,6564,58108,5202
47189,27668,4117,25394,6303,113993,7297,88809,5563,56064,4873
48001,28162,8358,29650,11323,58458,12310,55109,12941,38381,8164
48003,13450,279,975,1,14786,222,13004,214,13323,282
48005,39814,7062,17705,2435,86771,13035,80130,11792,64172,9625
48007,7006,281,2106,136,23158,303,22497,322,14260,277
48009,6110,19,6525,3,9054,40,8854,7,7266,18
48011,1966,3,2682,0,1901,11,2148,6,1994,4
48013,18828,178,10004,228,44911,359,38628,230,25055,122
48015,13777,2953,17699,5018,28417,2668,23590,2509,17726,2580
48017,9090,365,312,0,7165,86,6594,84,8168,181
48019,3892,19,4921,34,20485,98,17645,58,7084,20
48021,16925,5291,25344,9428,74171,5772,57733,5072,24726,4259
48023,5893,233,8411,3,3726,75,4093,137,4919,179
48025,23755,536,12090,568,31861,2592,32359,3203,26030,673
48027,94097,10651,49186,6302,310235,66700,237974,48624,157889,25873
48029,687151,45314,119676,11642,1714773,128892,1392931,100025,988800,69201
48031,3657,103,4311,350,10497,69,8418,62,4681,77
48033,1076,0,1386,0,641,0,729,1,859,3
48035,10809,363,19013,848,18212,296,17204,330,13401,296
48037,59971,14364,34827,12734,92565,22387,89306,20913,75301,16498
48039,76204,9073,13299,6237,313166,37761,241767,20540,169587,13152
48041,44895,9340,18919,8827,194851,21414,152415,16333,93588,10350
48043,6434,44,5220,71,9232,104,8866,108,7573,58
48045,3577,191,2162,0,1637,41,1790,41,2579,120
48047,8609,11,NULL,NULL,7223,37,7976,15,8428,6
48049,24728,743,22935,525,38106,1382,37674,1509,33057,1571
48051,11177,3497,18687,8587,17187,2098,16470,2481,12313,2693
48053,9265,171,10755,292,42750,766,34147,519,17803,277
48055,17222,2582,24237,5378,38066,2585,32194,2735,23637,3867
48057,16592,818,3635,491,21381,565,20647,542,19574,629
48059,7929,2,12973,4,13544,141,12905,29,10992,4
48061,151098,922,27158,74,406220,2155,335227,1617,209727,722
48063,7849,2984,9551,4415,12401,2163,11549,2217,9275,2369
48065,7781,22,2127,0,6182,35,6516,38,6672,20
48067,23496,6972,27587,9952,30464,5315,30438,5927,29430,6460
48069,8923,372,1850,0,8062,162,8285,188,10556,336
48071,10379,2289,4234,1032,35096,2872,26031,2542,18538,2658
48073,33120,8522,29038,7641,50845,7498,46659,7446,38127,7039
48075,8421,520,9538,0,7041,698,7688,1083,6950,364
48077,8351,82,17043,101,10752,57,11006,46,9582,67
48079,6417,292,65,0,3127,125,3730,169,4825,281
48081,3589,4,6412,0,3320,8,3864,75,3196,0
48083,12458,321,22618,253,8895,197,9235,202,10439,397
48085,41247,4407,49021,2206,782341,66387,491675,23561,144576,6260
48087,6276,534,5224,3,3057,134,3206,171,4648,341
48089,18463,4595,18897,7074,20874,2740,20390,3017,18823,3436
48091,19844,411,8434,232,108472,1727,78021,741,36446,383
48093,11865,2,27186,12,13974,53,14026,62,12617,3
48095,3672,3,6654,7,4087,77,3966,39,2915,0
48097,22560,847,26603,1688,38437,1054,36363,1112,27656,1204
48099,23961,1293,21703,488,75388,11943,74978,16344,56767,10774
48101,4207,341,4396,1,1505,133,1904,188,2947,201
48103,4699,223,331,0,4375,125,3996,116,4600,128
48105,4209,126,1296,4,3719,30,4099,28,4608,51
48107,10347,873,1765,0,6059,209,7072,275,8859,530
48109,2794,7,NULL,NULL,2398,15,2975,21,3315,0
48111,6302,58,4001,6,6703,84,6222,102,6531,165
48113,951527,137954,135748,24355,2368139,528200,2218899,450557,1556390,287541
48115,19185,1059,2320,2,13833,905,14985,1297,16184,637
48117,13187,254,3942,68,19372,242,18561,280,21165,395
48119,5860,830,14566,809,5231,380,5327,441,4839,397
48121,47432,2884,31258,2210,662614,55534,432976,25369,143126,6173
48123,20683,2786,23501,4753,20097,1876,20013,2209,18903,2054
48125,4963,257,3092,2,2444,99,2762,226,3539,163
48127,10095,53,3460,29,9996,99,10248,90,11367,67
48129,4449,215,5284,38,3677,164,3828,151,4075,174
48131,13398,7,8964,8,11782,110,13120,71,12517,10
48133,19526,344,23421,57,18583,335,18297,399,19480,371
48135,90995,4814,1178,0,137130,6141,121123,5583,115374,5154
48137,2317,7,3768,4,2002,11,2162,17,2033,2
48139,43395,10243,53629,9623,149610,13482,111360,9626,59743,7433
48141,314070,8571,52599,1562,800647,24864,679622,20809,479899,18151
48143,16236,114,32095,589,37890,451,33001,269,22560,181
48145,21263,6955,35649,12612,17866,4524,18576,5100,17946,4883
48147,23880,2446,44801,5366,33915,2312,31242,2488,24285,1824
48149,20384,2874,29796,7361,24554,1632,21804,1528,18832,1687
48151,7865,377,12596,9,3974,136,4344,120,5891,246
48153,12369,893,4638,0,6446,232,7771,263,9834,401
48155,3125,271,5726,6,1336,53,1622,53,2158,132
48157,40527,8104,18168,11422,585375,125818,354452,70356,130846,20420
48159,5101,395,9331,735,10605,417,9458,373,6893,409
48161,12525,4918,20557,8772,19816,3193,17867,3378,14830,3198
48163,10112,60,8895,151,17217,584,16252,792,13785,62
48165,12267,353,1255,0,17526,305,14467,330,13150,357
48167,140364,29846,44479,8747,291309,40112,250158,38625,195940,36328
48169,6611,321,1995,36,6461,420,4872,234,5336,326
48171,10048,16,9447,116,24837,89,20814,43,13532,21
48173,1118,13,1143,5,1226,15,1406,7,1304,1
48175,5429,626,9909,1501,7210,343,6928,334,5193,475
48177,17845,3242,28055,8212,19807,1468,18628,1563,16883,1962
48179,31535,910,3405,2,22535,1097,22744,1330,26386,992
48181,73043,6421,65996,7753,120877,7081,110595,6471,89796,6312
48183,69436,15891,14140,7781,121730,24390,111379,22115,99487,17807
48185,12709,4844,21205,9858,26604,4390,23552,4700,13580,3769
48187,29017,3296,24913,5681,131533,8512,89023,4460,46708,3155
48189,36798,1988,7566,5,36273,1925,36602,2121,37592,2046
48191,7322,959,8279,2,3353,242,3782,311,5594,507
48193,8488,2,15315,8,8517,46,8229,12,8297,0
48195,6208,7,935,0,5613,36,5369,2,6209,2
48197,8275,969,11213,40,4139,246,4724,228,6368,520
48199,24629,4003,12947,2550,54635,3193,48073,3324,40721,4138
48201,1243158,246351,115693,30950,4092459,775492,3400578,628619,2409547,473695
48203,45594,19740,37243,23698,65631,14398,62110,14926,52265,16447
48205,2171,2,1298,3,6062,418,5537,451,3987,20
48207,11174,642,16249,84,5899,220,6093,170,7725,345
48209,19934,1101,15518,2165,157107,5536,97589,3588,40594,1102
48211,3185,0,3170,0,3807,9,3351,52,5304,8
48213,21786,4511,20131,4177,78532,4887,73277,4842,42606,4620
48215,180904,456,13728,62,774769,4569,569463,2807,283229,544
48217,23650,3665,46760,4856,35089,2224,32321,2391,25024,2551
48219,22340,1237,137,0,22935,837,22716,846,23230,929
48221,5443,50,10008,212,51182,252,41100,134,17714,18
48223,18594,2318,31038,3283,35161,2483,31960,2554,25247,2552
48225,19376,7444,29564,12548,23732,6179,23185,6476,22299,7213
48227,40139,1672,8881,4,35012,2181,33627,1390,33142,1330
48229,3343,13,NULL,NULL,3476,48,3344,11,2728,11
48231,39399,6408,48116,4579,86129,7133,76596,7242,55248,7006
48233,34419,691,892,1,22150,558,23857,574,26304,687
48235,1183,10,1283,1,1599,11,1771,7,1386,0
48237,7418,85,11817,118,9044,340,8763,486,7408,71
48239,14040,1693,6471,2114,14075,988,14391,1099,13352,1376
48241,22100,5496,14000,4731,35710,5959,35604,6341,30781,5942
48243,1582,1,1678,47,2342,23,2207,20,1647,2
48245,245659,57171,38182,10676,252273,85291,252051,85046,250938,70810
48247,5022,3,NULL,NULL,5300,22,5281,24,5168,0
48249,34548,389,NULL,NULL,40838,237,39326,237,36498,214
48251,34720,1668,34460,1637,150934,3979,126811,3166,67649,1923
48253,19299,1110,24299,259,20202,2344,20785,2392,17268,758
48255,14995,424,14942,793,14824,1377,15446,1667,13593,387
48257,29931,8931,35323,8374,103350,10730,71313,7511,39015,7393
48259,5889,40,4517,253,33410,167,23743,83,10635,24
48261,884,0,NULL,NULL,416,5,414,3,543,0
48263,1727,47,2655,1,808,8,859,2,1145,13
48265,16800,702,5505,248,49625,884,43653,776,28780,757
48267,3943,8,3261,0,4607,18,4468,4,4063,2
48269,640,44,810,8,286,0,356,0,425,11
48271,2452,189,3401,158,3598,53,3379,57,2279,90
48273,30052,1011,NULL,NULL,32061,1201,31549,1167,33358,1291
48275,7857,561,9625,17,3719,214,4253,294,5329,385
48277,34234,6369,46544,10993,49793,6703,48499,6534,42156,6291
48279,21896,1663,540,1,13977,598,14709,632,18669,1145
48281,9418,285,9532,436,19677,632,17762,550,12005,166
48283,5972,7,4747,93,6886,34,5866,208,5514,4
48285,20174,2100,26418,4384,19263,1301,19210,1305,19004,1447
48287,8949,2139,13132,4039,16612,1807,15657,1892,10952,1764
48289,9951,3796,16583,6878,16801,1202,15335,1593,9594,1907
48291,31595,7396,10686,3401,75643,8202,70154,8996,47088,6751
48293,20413,5804,34621,9247,23384,4103,22051,4205,20224,4699
48295,3406,1,2634,3,3302,25,3057,16,3766,1
48297,7846,18,3442,36,11531,502,12309,301,9606,5
48299,5240,46,6520,62,19301,112,17044,51,10144,39
48301,226,10,249,1,82,0,67,0,91,0
48303,156271,12306,3624,5,278831,20952,242628,18602,211651,15780
48305,10914,665,1713,0,5915,127,6550,186,8605,301
48307,8815,319,13405,189,8283,160,8205,129,8735,219
48309,150091,24036,73250,17234,234906,34767,213517,32428,170755,27254
48311,1116,0,1091,58,707,8,851,10,789,1
48313,6749,2236,10318,2757,13664,2719,12940,2959,10649,2639
48315,8049,4210,10472,6725,10546,2325,10941,2616,10360,3597
48317,5068,209,1549,1,4799,78,4746,75,4684,118
48319,3780,23,5683,70,4012,18,3738,5,3683,11
48321,25744,5323,13594,4457,36702,4200,37957,4829,37828,5507
48323,14508,29,5151,96,54258,135,47297,146,31398,11
48325,18904,174,13415,449,46006,1012,39304,866,23164,99
48327,2964,38,2707,24,2242,13,2360,12,2346,5
48329,67717,6265,3464,26,136872,9087,116009,8101,82636,7119
48331,22263,4019,36780,9485,24757,2473,24238,2678,22732,3061
48333,4467,1,9694,7,4936,26,5151,65,4477,5
48335,11255,830,8956,192,9403,1060,9698,1242,9088,471
48337,14893,0,25123,27,19719,53,19117,34,17410,2
48339,26839,6125,15679,7104,455746,19401,293768,10258,128487,6167
48341,14773,2,561,0,21904,336,20121,139,16575,37
48343,12576,3384,10439,3706,12934,2976,13048,3148,14629,3189
48345,2870,266,2396,0,1210,24,1426,50,1950,99
48347,28046,7508,27406,7030,64524,11731,59203,9908,46786,8024
48349,34423,8531,47070,10968,47735,6606,45124,7577,35323,7117
48351,10372,3446,10850,3864,14445,2901,15072,3118,13254,3197
48353,18963,748,11999,111,15216,715,15802,739,17359,810
48355,221573,10108,21955,742,340223,13637,313645,13307,268215,12338
48357,9380,0,1602,0,10223,39,9006,12,9588,2
48359,1928,4,812,0,2052,62,2185,41,2283,13
48361,60357,5959,9528,1898,81837,6979,84966,7124,83838,6860
48363,20516,878,19506,528,28111,621,27026,626,24062,827
48365,16870,5174,20424,8842,23796,3867,22756,4021,20724,4125
48367,22880,432,26331,693,116927,1915,88495,1586,44609,393
48369,9583,242,1555,0,10269,119,10016,101,11038,203
48371,11957,81,2071,2,15507,572,16809,738,14618,68
48373,13861,4068,17459,6594,45413,5211,41133,5416,24407,3861
48375,115580,7711,12424,149,121073,12365,113546,11308,98637,7895
48377,5460,1,5218,31,7818,47,7304,20,5188,1
48379,2993,306,6787,616,10914,256,9139,267,4839,270
48381,33913,53,3312,0,120725,2867,104312,1564,75062,634
48383,3782,262,392,2,3367,70,3326,100,4135,163
48385,2079,4,NULL,NULL,3309,22,3047,6,2469,1
48387,15682,3821,28564,8673,12860,2233,14314,2548,16101,3263
48389,17644,623,4392,82,13783,690,13137,276,15801,375
48391,10975,1026,2814,481,7383,483,7828,530,9289,777
48393,1075,1,950,3,929,1,887,3,1187,0
48395,16157,6543,27454,14571,16622,3586,16000,3871,14653,4699
48397,5878,1381,8072,731,78337,4521,43080,1396,14528,731
48399,15016,404,20858,133,10501,192,11495,161,11872,206
48401,36421,10596,26946,11314,53330,9435,47372,9102,41382,8998
48403,7302,1892,8582,1679,10834,784,10469,1039,8702,1374
48405,7722,3009,11264,3453,8865,2016,8946,2500,8785,2601
48407,6153,3208,9542,5193,26384,2710,22246,2813,11434,2402
48409,45021,831,7307,79,64804,1071,67138,1885,58013,866
48411,6381,47,11245,103,6131,204,6186,169,6204,44
48413,2791,77,1893,44,3461,38,2935,45,2820,46
48415,20369,568,10924,1,16921,799,16361,991,18192,606
48417,3990,127,4201,126,3378,29,3302,16,3915,36
48419,20479,5248,26423,5274,25448,4432,25224,4903,23084,4905
48421,2605,0,1376,2,3034,14,3186,17,3174,4
48423,86350,23341,41746,17246,209714,37629,174706,33298,128366,28215
48425,2577,3,3931,1,8490,57,6809,19,4154,3
48427,17137,0,13151,21,60968,69,53597,79,27266,3
48429,8885,395,7980,4,9630,201,9674,282,9926,349
48431,1177,9,1493,1,1143,14,1393,1,1206,5
48433,3017,119,5320,3,1490,39,1693,50,2406,73
48435,3738,32,1569,3,4128,17,4077,10,5130,3
48437,10607,433,4012,0,7854,566,8378,490,9723,465
48439,538495,59026,108572,15418,1809034,268983,1446219,185143,860880,101183
48441,101078,4583,26293,639,131506,9699,126555,8517,110932,6707
48443,2600,8,1430,4,984,7,1081,0,1595,2
48445,16286,598,1474,1,12651,605,12761,638,14581,535
48447,2767,4,4563,11,1641,11,1850,1,2053,0
48449,16785,2940,16422,3118,32334,3091,28118,3008,21442,2994
48451,64630,3114,17882,716,110224,4445,104010,4298,84784,3386
48453,212136,26863,55620,15473,1024266,87308,812280,75247,419573,44988
48455,7539,2031,12768,3195,14585,1378,13779,1642,9450,1909
48457,10666,2230,10250,2207,21766,2390,20871,2497,16223,2097
48459,19793,5123,19960,5649,39309,3416,35291,3582,28595,4403
48461,6239,272,501,12,3355,63,3404,55,4619,92
48463,16814,153,11233,262,26405,170,25926,93,22441,78
48465,24461,727,8613,153,48879,746,44856,690,35910,748
48467,19091,1427,25651,1534,52579,1427,48140,1416,31426,1284
48469,46475,4005,14990,3600,86793,5513,84088,5297,68807,4710
48471,21475,7005,16061,8362,67861,15257,61758,14747,41789,10089
48473,12071,6466,12138,6712,43205,10739,32663,9553,19798,8325
48475,14917,374,2389,3,10658,522,10909,503,13976,444
48477,19145,6106,25561,12017,33718,5947,30373,5669,21998,4860
48479,64791,208,22503,38,250304,1132,193117,713,99258,98
48481,38152,7803,21123,8889,41280,5817,41188,6159,40242,6672
48483,7947,294,5258,2,5410,113,5284,147,7137,176
48485,123528,8701,16094,612,131500,13811,131664,13466,121082,10873
48487,17748,1636,12000,70,13535,1086,14676,1301,15931,1398
48489,20084,105,NULL,NULL,22134,473,20082,439,17495,92
48491,35044,4878,42228,7370,422679,26196,249967,12790,76521,4111
48493,13267,257,17066,956,42918,701,32408,392,16756,157
48495,13652,417,442,1,7110,156,7173,133,9944,243
48497,17012,134,26450,67,59127,627,48793,600,26575,152
48499,17653,2738,23417,3926,41964,1972,36752,2250,24697,2564
48501,8032,81,602,0,7879,70,7322,102,8299,100
48503,17254,251,13657,3,18550,232,17943,218,19083,264
48505,4393,17,3809,0,14018,19,12182,50,6628,1
48507,12696,64,1889,1,11677,89,11600,57,11666,20
50001,20076,26,20010,45,36821,283,35974,196,29406,67
50003,25088,36,21378,92,37125,308,36994,155,33345,92
50005,22786,26,26031,10,31227,167,29702,87,25808,25
50007,74425,215,42447,1114,156545,3319,146571,1328,115534,466
50009,6083,7,7384,5,6306,18,6459,11,6313,5
50011,29474,42,29866,59,47746,213,45417,138,34788,45
50013,2927,0,3761,0,6970,25,6901,10,4613,6
50015,11027,2,12585,3,24475,149,23233,76,16767,24
50017,16014,10,18703,12,28936,110,28226,68,22739,36
50019,20143,9,23337,20,27231,162,26277,97,23440,13
50021,46719,29,48139,108,61642,334,63400,209,58347,84
50023,42860,42,41702,41,59534,441,58039,274,52393,104
50025,29776,26,26932,45,44513,421,44216,223,36933,62
50027,42483,49,33681,67,56670,327,57418,191,51030,106
51001,30635,11837,36650,13273,33164,9303,38305,12089,31268,11401
51003,30969,4545,29871,9673,98970,9600,79236,7650,55783,6183
51005,12128,471,14173,2945,16250,761,12926,317,14333,356
51007,7815,3995,8720,5490,12690,2932,11400,3198,8405,3215
51009,22953,5217,18932,7465,32353,6148,31894,6311,29122,5963
51011,9148,2328,8904,3089,14973,3007,13705,3140,11971,2778
51013,163401,8590,NULL,NULL,207627,17632,189453,17705,152599,14028
51015,37363,1626,32445,4541,73750,2930,65615,2360,53732,2031
51017,5335,495,6538,1176,4731,222,5048,317,5860,553
51019,31028,5992,29549,8455,68676,3942,60371,3767,34927,3971
51021,5982,197,5154,133,6824,228,6871,288,6349,198
51023,16715,1515,17727,3495,33148,1005,30496,1073,23270,1124
51025,17779,10428,19244,11366,17434,9992,18419,10472,15632,8972
51027,36724,2,12334,4,24098,616,26978,708,37989,21
51029,10877,4845,15204,7570,17146,6014,15623,6102,11751,4979
51031,32958,6944,23043,9002,54842,7767,51078,7516,45424,6861
51033,12725,6594,16596,8750,28545,8375,22121,7604,17904,7693
51035,23178,74,21116,268,30042,178,29245,129,27270,94
51036,5492,4145,5253,3765,7256,3513,6926,3799,6692,4726
51037,13368,5329,15785,8335,12586,3751,12472,4102,12266,4737
51041,71197,9405,21299,7527,316236,69412,259903,46195,141372,13910
51043,7942,1366,7468,1900,14034,746,12652,852,9965,1144
51045,3356,2,4711,207,5190,5,5091,10,3948,8
51047,15088,4139,13472,5262,46689,7368,34262,6220,22620,4653
51049,6360,3450,9195,6053,10052,3278,9017,3376,7881,3393
51051,20211,149,9199,7,15903,51,16395,58,19806,94
51053,22183,13678,15442,9368,28001,9204,24533,8257,22602,9653
51057,6690,3163,9105,5315,11151,4247,9989,3900,8864,3543
51059,275002,13821,20536,4864,1081726,99218,969749,83098,596901,34994
51061,24066,6238,22526,7486,65203,5321,55139,4844,35889,5635
51063,10462,532,14092,837,15279,280,13874,277,11563,384
51065,7227,2722,8323,3374,25691,3938,20047,3690,10244,3013
51067,25925,3738,26480,5435,56159,4575,47286,4420,35740,4324
51069,21941,431,12787,694,78305,3175,59209,1550,34150,484
51071,17219,441,11623,755,17286,261,16657,263,17810,354
51073,11919,3352,12477,5907,36858,3197,34780,3585,20107,3088
51075,9206,4432,9237,5230,21717,4180,16863,4324,11761,4275
51077,17390,681,19856,939,15533,320,17917,1217,16579,550
51079,4715,584,6937,1339,18403,1167,15244,983,7625,576
51081,16155,8861,11890,7393,12243,7321,11560,6907,10903,6175
51083,33637,14812,40044,20013,36241,13293,37355,14204,30599,12268
51085,27550,6960,17200,7040,99863,9304,86320,8065,50398,6558
51087,117339,5989,23437,6837,306935,90669,262300,64805,180735,27096
51089,40335,9110,18459,7462,54151,11841,57930,13127,57654,13478
51091,3221,18,5317,260,2321,6,2536,2,2937,6
51093,17164,9022,14929,7512,35270,8712,29728,8071,21603,8875
51095,11539,4085,6338,3034,67009,8805,48102,6910,22763,6439
51097,5889,3066,9576,5373,6945,1975,6630,2365,5968,2764
51099,7243,1950,6378,2913,23584,4214,16803,3148,10543,2385
51101,7563,3351,8547,4855,15935,2819,13146,2999,9334,3219
51103,9174,3635,9752,5139,11391,3184,11567,3340,10129,3360
51105,25824,167,23840,952,25587,947,23589,103,25956,89
51107,24549,4335,21167,5221,312311,22710,169599,11683,57427,5018
51109,12959,5145,16578,7883,33153,5870,25627,5530,17825,5801
51111,12523,5286,12780,6811,12914,4487,13146,5072,12124,4764
51113,8187,1830,10055,3264,13308,1302,12520,1429,10232,1831
51115,7121,1755,8922,2513,8978,823,9207,1036,7995,1432
51117,31428,14703,28956,16394,32727,12050,32380,12654,29444,11867
51119,6319,2612,8852,4636,10959,1978,9932,1999,7719,2244
51121,32923,1422,17268,2323,94392,3716,83629,3055,63516,1897
51125,12752,3554,16821,5263,15020,1967,14445,2151,12204,2916
51127,4504,2314,4682,2791,18429,2484,13462,2181,8781,2287
51131,16966,9174,16672,9314,12389,4528,13093,5634,14625,7289
51133,10185,4343,10777,4267,12330,3123,12259,3259,9828,3306
51135,15141,6467,13462,7347,15853,6227,15725,6378,14666,5725
51137,12900,2881,13486,5526,33481,4256,25881,3566,18063,3235
51139,15572,477,14147,1166,24042,466,23177,501,19401,499
51141,15282,1379,17195,1618,18490,1085,19407,1203,17647,1344
51143,58296,19944,50709,20163,63506,14018,61745,14606,66147,19988
51145,6747,2674,6099,3633,28046,3822,22377,3784,13062,3320
51147,14121,5631,14266,8458,23368,7756,19720,7063,16456,6169
51149,20270,4713,7848,4551,35725,11429,33047,10753,25733,7481
51153,50164,3965,12026,2825,402002,81196,280813,52691,144703,11918
51155,27258,1788,17246,2930,34872,1757,35127,1957,35229,1867
51157,5368,945,8044,2148,7373,321,6983,380,6093,689
51159,6375,2213,7415,3071,9254,2804,8809,2922,6952,2218
51161,61693,3662,19623,3525,92376,4643,85778,2876,72945,1685
51163,24039,1972,21171,3528,22307,594,20808,617,17911,581
51165,40485,704,34903,2335,76314,1273,67725,924,57038,788
51167,26290,503,23474,1025,28897,233,30308,934,31761,300
51169,25813,311,23814,503,23177,135,23403,139,25068,157
51171,21825,354,20942,493,41993,734,35075,412,27559,374
51173,31066,504,20326,981,32208,640,33081,619,33366,594
51175,27195,15659,26302,16091,18570,6916,17482,7495,18731,8999
51177,13819,3152,9935,3593,122397,18671,90395,11255,34435,5082
51179,16876,1954,8070,1720,128961,21881,92446,11211,40470,2905
51181,6220,4023,9715,6005,7058,3254,6829,3524,6046,3779
51183,12411,8223,13664,8962,12087,7023,12504,7769,10874,6635
51185,44791,2001,24946,2820,45078,1333,44598,1020,50511,1304
51187,14655,1054,8589,1131,37575,1736,31584,1526,21200,1189
51191,38076,947,32830,2312,54876,690,51103,676,46487,798
51193,11042,5166,9313,4668,17454,4891,16718,5164,14041,5335
51195,43579,1228,34162,2861,41452,2137,40123,713,43863,857
51197,21975,955,20372,2188,29235,818,27599,791,25522,910
51199,21583,4667,7757,3764,65464,8751,56297,7533,35463,6118
51515,NULL,NULL,NULL,NULL,6222,1256,6299,1410,5991,1159
51595,NULL,NULL,NULL,NULL,5927,3706,5665,3181,4840,1953
51678,NULL,NULL,NULL,NULL,7042,680,6867,713,7292,896
51683,NULL,NULL,NULL,NULL,37821,5188,35135,4535,15438,1403
51685,NULL,NULL,NULL,NULL,14273,1852,10290,1149,6524,286
51735,NULL,NULL,NULL,NULL,12150,78,11566,78,8726,25
51775,NULL,NULL,NULL,NULL,24802,1763,24747,1455,23958,1063
53001,9929,47,10920,9,18728,109,16428,46,13267,36
53003,12909,18,5831,1,21623,92,20551,39,16823,20
53005,62070,296,7937,6,175177,2221,142475,1319,109444,857
53007,40744,35,15104,8,72453,236,66616,172,45061,47
53009,30022,45,6755,2,71404,596,64525,545,51648,114
53011,93809,440,26115,47,425363,8426,345238,5813,192227,1682
53013,4569,2,7042,2,4078,12,4064,9,4057,0
53015,57801,131,12561,9,102410,642,92948,482,79548,191
53017,14890,18,9227,11,38431,128,32603,101,22144,20
53019,3889,3,4800,10,7551,26,7260,15,5811,32
53021,23342,1230,5153,19,78163,1473,49347,1230,35025,1452
53023,2976,1,4199,7,2266,0,2397,0,2468,0
53025,46477,832,8698,3,89120,990,74698,742,48522,539
53027,54465,39,NULL,NULL,72797,803,67194,226,66314,77
53029,19638,204,4704,0,78506,1716,71558,1691,44048,677
53031,9639,16,8337,11,29872,246,25953,110,15965,40
53033,935014,27805,284638,2487,1931249,119801,1737034,93875,1269749,55950
53035,84176,1243,17647,43,251133,6650,231969,6648,147152,2704
53037,20467,36,18561,247,40915,364,33362,236,24877,139
53039,13455,6,10180,33,20318,50,19161,51,15822,19
53041,41858,26,32127,79,75455,405,68600,259,56025,81
53043,10919,8,17539,13,10570,28,10184,23,9604,4
53045,16251,5,5156,6,60699,659,49405,587,31184,126
53047,25520,25,12887,19,41120,159,39564,109,30639,31
53049,14674,15,12532,3,20920,79,20984,42,17237,35
53051,6914,2,NULL,NULL,13001,52,11732,17,8580,6
53053,321590,10520,120812,889,795225,53998,700820,48730,485643,29827
53055,2872,0,3603,0,15769,54,14077,36,7838,8
53057,51350,68,29241,30,116901,774,102979,450,64138,92
53059,5207,0,2887,3,11066,46,9872,30,7919,7
53061,172199,456,59209,219,713335,18168,606024,10113,337720,2199
53063,278333,2993,139404,1170,471221,8056,417939,6659,341835,4305
53065,17884,14,25297,12,43531,145,40066,111,28979,27
53067,55049,68,17581,24,252264,6752,207355,4881,124264,1019
53069,3426,4,3285,2,3978,10,3824,10,3832,0
53071,42195,380,31931,152,58781,1079,55180,930,47435,722
53073,70317,57,49511,56,201140,1929,166814,1150,106701,328
53075,31263,24,33280,12,44776,748,40740,623,40103,560
53077,145112,1626,41709,354,243231,2320,222581,2157,172508,1601
54001,15474,193,15858,920,16589,124,15557,77,16639,154
54003,33791,1301,21999,1801,104169,7432,75905,3558,46775,1701
54005,28764,342,10331,164,24629,122,25535,167,30447,297
54007,15152,119,23023,221,14523,59,14702,101,13894,75
54009,28940,410,11098,151,24069,281,25447,216,31117,248
54011,108202,4760,46685,2447,96319,4784,96784,4150,106835,4488
54013,7948,11,11258,80,7627,16,7582,8,8250,12
54015,11942,66,10233,5,9386,6,10330,8,11265,4
54017,6970,1,12672,8,8202,111,7403,20,7433,4
54019,61731,7601,51903,9311,46039,2122,47579,2650,57863,4321
54021,8050,1,11379,17,8693,1073,7160,65,8334,37
54023,8304,232,7838,253,11937,80,11299,76,10210,121
54025,34446,1879,24833,1779,35480,981,34453,1048,37665,1539
54027,11705,162,11694,303,23964,240,20203,167,14867,107
54029,39615,1521,10465,37,30676,712,32667,752,40418,1035
54031,9308,239,9163,387,14025,354,12669,244,10030,203
54033,77856,1317,48381,1359,69099,1121,68652,1105,77710,1014
54035,18541,6,20956,26,29211,85,28000,23,25794,16
54037,18665,2882,15889,3499,53498,3524,42190,2571,30302,2733
54039,252925,14535,81457,6476,193063,14115,200073,13955,231414,13776
54041,19711,95,18281,239,16372,74,16919,22,18813,61
54043,20267,3,20491,30,21720,18,22108,13,23675,4
54045,61570,4776,14476,532,36743,788,37710,975,50679,2149
54047,71359,15899,47856,14667,22113,2107,27329,3250,49899,7378
54049,63717,2737,42794,851,56418,1858,56598,1823,65789,2263
54051,38041,360,32388,575,33107,177,35519,153,41608,247
54053,24459,529,23019,349,27324,171,25957,130,27045,135
54055,68206,7186,38371,5960,62264,3791,62980,3668,73942,5030
54057,22354,681,16674,601,28212,782,27078,690,27234,804
54059,39742,2053,19431,1236,26839,473,28253,661,37336,1100
54061,55617,1133,24334,294,96189,3496,81866,2763,75024,1536
54063,11584,346,13055,673,13502,91,14583,872,12873,204
54065,8376,126,7848,177,17541,97,14943,89,10711,104
54067,25414,6,17699,48,26233,43,26562,14,28126,3
54069,68437,2089,57572,1389,44443,1636,47427,1691,61389,2126
54071,8093,172,9349,132,7695,150,8196,174,7910,171
54073,7124,8,8074,9,7605,100,7514,36,8236,25
54075,10136,373,14740,445,8719,60,9131,71,9919,70
54077,27233,100,26341,151,33520,361,29334,86,30460,55
54079,23561,13,18587,435,55486,490,51589,287,38181,52
54081,77826,9538,25633,2052,78859,6468,79220,6753,86821,6862
54083,26349,260,26028,376,29405,344,28262,302,28734,216
54085,10877,1,17875,26,10449,20,10343,14,11442,4
