"county","total_1960","black_1960","total_1910","black_1910","total_2010","black_2010","total_2000","black_2000","total_1980","black_1980"
22041,26088,10589,11989,5264,20767,6537,21263,6721,24141,7735
22043,13330,3222,15958,4869,22309,3470,18698,2222,16703,2840
22045,51657,14781,31262,14474,73240,23435,73266,22574,63752,17640
22047,29939,14615,30954,19145,33387,16454,33320,16560,32159,15414
22049,15828,5127,13818,3996,16274,4853,15397,4291,17321,5522
22051,208769,31625,18247,6785,432552,113887,455466,104121,454592,63001
22053,29825,6313,NULL,NULL,31594,5468,31435,5591,32168,6146
22055,84656,20317,28733,10734,221578,57073,190503,45346,150017,30334
22057,55381,6513,33111,7973,96318,12746,89974,11349,82483,9127
22059,13011,1614,9402,1953,14890,1769,14282,1742,17004,1585
22061,28535,11928,18485,7289,46735,18925,42509,16934,39763,14590
22063,26974,4038,10627,1377,128026,6505,91814,3874,58806,3952
22065,16444,10650,10676,9455,12093,7381,13728,8283,15975,9364
22067,33709,15778,18786,13971,27979,13133,31021,13451,34803,13980
22069,35653,15529,36455,20334,39566,16362,39080,15017,39863,14450
22071,627525,233514,339075,89262,343829,206871,484674,325947,557515,308149
22073,101663,32727,25830,14153,153720,56216,147250,49526,139241,40582
22075,22545,6339,12524,6847,23042,4715,26757,6258,26049,5540
22077,22488,12048,25289,17147,22802,8284,22763,8601,24045,10001
22079,111351,33769,44545,21445,131613,42113,126337,38445,135282,36308
22081,9978,4746,11402,6212,9091,3595,9622,3936,10433,3797
22083,23824,10561,15769,10463,20725,7454,20981,7974,22187,7851
22085,18564,4380,19874,4164,24233,4026,23459,3958,25280,4694
22087,32186,2339,5277,1933,35897,6350,67229,5122,64097,2411
22089,21219,5733,11207,6720,52780,14051,48072,12130,37259,9479
22091,9162,5081,9172,4573,11203,5974,10525,5517,9827,5059
22093,18369,9047,23009,13164,22102,11180,21216,10476,21495,10156
22095,18439,9511,14338,8126,45924,24576,43044,19268,31924,12175
22097,81493,35008,66661,31234,83384,34442,87700,36952,84128,31965
22099,29063,10817,23070,9836,52160,16039,48583,15535,40214,13185
22101,48833,14950,39368,21266,54650,17765,53500,17009,64253,18515
22103,38643,10532,18917,6731,233740,26645,191268,18929,110869,13861
22105,59434,20111,29160,9135,121097,36654,100588,28519,80698,24295
22107,11796,7665,17060,15613,5252,2967,6618,3665,8525,4659
22109,60771,10401,28320,11194,111860,21139,104503,18594,94393,14598
22111,17624,6482,20451,7448,22721,6182,22803,6373,21167,6166
22113,38855,5008,26390,4500,57999,8286,53807,7624,48458,6425
22115,18301,2422,17384,3716,52334,7443,52531,8962,53475,9764
22117,44015,14892,18886,5458,47168,14625,43926,13851,44207,13308
22119,39701,13677,19186,9900,41207,13823,41831,13735,43631,13937
22121,14796,7294,12636,9223,23788,8972,21601,7666,19086,7626
22123,14177,3178,6249,2724,11604,1822,12314,2325,12922,2099
22125,12395,8190,13449,11012,15625,7263,15111,7633,12186,7061
22127,16034,4995,18357,3931,15313,4702,16894,5411,17253,4873
23001,86312,95,59822,73,107702,3931,103793,683,99657,238
23003,106064,1288,74664,51,71870,455,73938,281,91331,822
23005,182751,648,112014,428,281674,6781,265612,2815,215789,1003
23007,20069,4,19119,17,30768,71,29467,72,27098,13
23009,32293,13,35575,33,54418,221,51791,130,41781,43
23011,89150,99,62863,139,122151,687,117114,404,109889,122
23013,28575,33,28981,73,39736,197,39618,94,32941,33
23015,18497,3,18216,18,34457,109,33616,57,25691,9
23017,44345,23,36256,30,57833,212,54755,95,48968,23
23019,126346,746,85285,246,153923,1159,144919,708,137015,278
23021,17379,7,19887,7,17535,53,17235,36,17634,7
23023,22793,121,18574,103,35293,254,35214,323,28795,176
23025,39749,12,36301,19,52228,192,50888,121,45028,31
23027,22632,18,23383,15,38786,137,36280,68,28414,26
23029,32908,20,42905,59,32856,140,33941,88,34963,24
23031,99402,188,68526,52,197131,1108,186742,785,139666,280
24001,84169,1164,62411,1517,75087,6028,74930,4006,80548,1299
24003,206634,29708,39553,14136,537656,83484,489656,66428,370775,42860
24005,492428,17054,122349,12601,805029,209738,754292,151600,655615,53955
24009,15826,6667,10325,5046,88737,11930,74563,9773,34638,7689
24011,19462,3928,19216,4787,33066,4585,29772,4398,23143,3915
24013,52785,2175,33934,2006,167134,5332,150897,3433,96356,2840
24015,48408,2876,23759,3315,101108,6284,85951,3361,60430,3204
24017,32572,10835,16386,8572,146551,60031,120546,31411,72751,14736
24019,29666,9013,28669,9421,32618,9042,30674,8708,30623,9086
24021,71930,5083,52673,5399,233385,20148,195277,12429,114792,6344
24023,20420,39,20105,107,30097,301,29846,128,26498,61
24025,76722,7420,27965,5116,244826,31058,218590,20260,145930,12167
24027,36152,4049,16106,3772,287085,50188,247842,35730,118572,13899
24029,15481,3868,16957,6162,20197,3056,19197,3343,16695,3683
24031,340928,11527,32089,9235,971777,167315,873341,132256,579053,50756
24033,357395,31011,36147,11493,863420,556620,801515,502550,665071,247860
24035,16569,4458,16839,5814,47798,3298,40563,3560,25508,4080
24037,38915,7186,17030,7304,105151,15030,86211,12003,59895,9540
24039,19623,7300,26455,9476,26470,11192,24747,10172,19188,6639
24041,21578,5852,19620,6774,37782,4829,33812,5193,25604,5449
24043,91219,2585,49617,2113,147430,14133,131923,10247,113086,4752
24045,49050,10964,26815,6310,98733,23873,84644,19717,64540,14085
24047,23733,8059,21841,7025,51454,7022,46543,7754,30889,8100
25001,70286,1702,27542,897,215888,4062,222230,3969,147925,1796
25003,142135,1422,105259,1149,131219,3572,134953,2679,145110,2036
25005,398488,4702,318573,4003,548285,17832,534678,10856,474641,4795
25007,5829,139,4504,193,16535,511,14987,359,8942,307
25009,568831,2488,436477,2024,743159,27985,723419,18777,633632,6675
25011,54864,177,43600,119,71372,796,71535,637,64317,285
25013,429353,14737,231369,1757,463490,41644,456228,36935,443018,27794
25015,103229,342,63327,281,158080,3925,152251,2980,138813,2013
25017,1238742,13066,669915,8583,1503085,70021,1465396,49310,1367034,25358
25019,3559,108,2962,35,10172,688,9520,789,5087,106
25021,510256,1502,187506,797,670850,38148,650308,20674,606587,6014
25023,248449,4563,144337,2484,494919,35608,472822,21573,405437,8144
25025,791329,63676,731388,13886,722023,156292,689807,153418,650142,127232
25027,583228,3218,399657,1847,798552,33314,750963,20498,646352,8724
26001,6352,0,5703,9,10942,13,11719,19,9740,6
26003,9250,2,7675,12,9601,612,9862,603,9225,49
26005,57729,738,39819,241,111408,1358,105665,1385,81555,1471
26007,28556,1,19965,3,29598,79,31314,77,32315,19
26009,10373,7,15692,35,23580,41,23110,45,16194,15
26011,9860,4,9640,6,15899,29,17269,315,14706,7
26013,7151,0,6127,2,8860,635,8746,436,8484,58
26015,31738,19,22633,23,59173,219,56755,139,45781,66
26017,107042,587,68238,188,107771,1702,110157,1389,119881,1023
26019,7834,30,10638,89,17525,72,15998,45,11205,36
26021,149865,12688,53622,713,156813,24037,162453,25879,171276,24817
26023,34903,225,25605,50,45248,1393,45787,1206,40188,79
26025,138858,9922,56638,690,136146,14872,137985,15033,141557,13577
26027,36932,3706,20624,1444,52293,2821,51104,3127,49499,4150
26029,13421,5,19157,89,25949,80,26090,45,19907,15
26031,14550,7,17872,34,26152,133,26448,65,20649,13
26033,32655,278,24472,43,38520,2509,38543,2127,29029,369
26035,11647,1,9240,3,30926,149,31252,102,23822,8
26037,37969,44,23129,38,75382,1549,64753,405,55893,169
26039,4971,109,3934,2,14074,51,14273,214,9465,56
26041,34298,23,30108,34,37069,75,38520,36,38947,12
26043,23917,5,20524,9,26168,87,27472,32,25341,8
26045,49684,90,30499,74,107759,6811,103655,5481,88337,1987
26047,15904,102,18561,44,32694,156,31437,147,22992,100
26049,374313,36553,64555,416,425790,88127,436141,88843,450449,78804
26051,10769,1,8413,37,25692,60,26023,35,19957,11
26053,24370,2,23333,6,16427,678,17370,305,19686,129
26055,33490,140,23784,32,86986,1033,77654,307,54899,163
26057,37012,51,28820,92,42476,2354,42285,1572,40448,36
26059,34742,28,29673,22,46688,220,46527,201,42071,101
26061,35654,25,88098,61,36628,198,36016,339,37872,110
26063,34006,13,34758,8,33118,122,36079,69,36459,25
26065,211296,7447,53310,404,280895,33047,279320,30340,275520,21282
26067,43132,1081,33550,90,63905,3019,61518,2807,51815,1642
26069,16505,107,9753,5,25887,122,27339,111,28349,654
26071,17184,4,15164,8,11817,14,13138,144,13635,2
26073,35348,232,23029,135,70311,1676,63351,1224,54110,488
26075,131994,7379,53426,399,160248,12739,158422,12543,151495,10840
26077,169712,5756,60427,790,250331,27266,238603,23217,212378,15846
26079,4382,7,8097,23,17153,50,16571,35,10952,3
26081,363187,14630,159145,729,602622,58648,574335,51287,444506,31460
26083,2417,26,7156,3,2156,3,2301,81,1963,9
26085,5338,1409,4939,5,11539,1058,11333,1266,7711,1285
26087,41926,469,26033,28,88319,922,87904,720,70038,163
26089,9321,8,10608,22,21708,66,21119,52,14007,18
26091,77789,399,47907,245,99892,2539,98890,2094,89948,758
26093,38233,229,17736,35,180967,809,156951,722,100289,478
26095,7827,12,4004,3,6631,737,7024,528,6659,1
26097,10853,17,9249,11,11113,57,11943,24,10178,5
26099,405804,6262,32606,102,840978,72723,788149,21326,694600,9142
26101,19042,86,26688,20,24733,723,24527,399,23019,47
26103,56154,961,46739,83,67077,1141,64634,853,74101,1270
26105,21929,67,21832,6,28705,172,28274,206,26365,178
26107,21051,204,19466,237,42798,1077,40553,1460,36961,782
26109,24685,3,25648,7,24029,72,25326,25,26201,6
26111,51450,27,14005,119,83629,1013,82874,868,73578,566
26113,6784,1,10606,15,14849,43,14478,29,10009,2
26115,101120,1938,32917,88,152021,3237,145945,2766,134659,2313
26117,35795,64,32069,105,63342,1483,61266,1330,47555,112
26119,4424,1,3755,1,9765,15,10315,25,7492,1
26121,149943,12649,40577,79,172188,24882,170200,24166,157589,19175
26123,24160,507,19220,19,48460,495,47874,535,34917,555
26125,690259,23026,49576,251,1202362,164078,1194156,120720,1011793,47962
26127,16547,66,18379,25,26570,119,26873,86,22002,42
26129,9680,2,8907,2,21699,39,21645,29,16436,9
26131,10584,1,8650,2,6780,6,7818,2,9861,3
26133,13595,33,17889,39,23528,133,23197,81,18928,17
26135,3447,1,2027,4,8640,14,9418,8,6858,1
26137,7545,9,6552,1,24164,80,23301,42,14993,6
26139,98719,211,45301,42,263801,3874,238314,2497,157174,632
26141,13117,2,11249,3,13376,56,14411,38,14267,6
26143,7200,0,2274,2,24449,91,25469,82,16374,0
26145,190752,18777,89290,343,200169,38114,210039,39112,228059,35841
26147,107201,2393,52341,65,163040,3976,164235,3451,138802,2804
26149,42332,635,25499,88,61295,1600,62422,1611,56083,1360
26151,32314,4,33930,8,43114,150,44547,124,40789,16
26153,8953,6,8681,5,8485,11,8903,145,8575,3
26155,53446,39,33246,39,70648,325,71687,139,71140,67
26157,43305,333,34913,21,55729,634,58266,622,56961,323
26159,48395,3286,33185,535,76258,3100,76263,4001,66814,5041
26161,172440,11773,44714,1130,344791,43767,322895,39697,264748,28323
26163,2666297,529582,531591,6085,1820584,737943,2061162,868992,2337891,829983
26165,18466,14,20769,60,32735,129,30484,57,25102,12
28001,37730,18670,25265,18908,32297,17287,34340,18117,38035,18429
28003,25282,3333,18159,4275,37057,4221,34558,3827,33036,3445
28005,15573,8440,22954,12590,13131,5427,13599,5800,13369,6365
28007,21335,9523,28851,13219,19564,8208,19661,7864,19865,7775
28009,7723,3609,10245,5037,8729,3252,8026,2950,8153,3093
28011,54464,36663,48905,42763,34145,21920,40633,26458,45965,28567
28013,15941,4346,17726,3812,14962,4149,15069,4318,15664,3988
28015,11177,6492,23139,13475,10597,3461,10769,3942,9776,4425
28017,16891,6499,22846,12714,17392,7319,19440,8020,17853,6434
28019,8423,2516,14357,4169,8547,2574,9758,2994,8996,2530
28021,10845,8239,17403,13608,9604,8104,11831,9951,12279,9151
28023,16493,6470,21630,10262,16732,5759,17955,6251,16945,5898
28025,18933,9717,20203,14105,20634,12017,21979,12380,21082,10540
28027,46212,31440,34217,30382,26151,19752,30622,21192,36918,23631
28029,27051,14058,35914,19981,29449,14983,28757,14653,26503,12822
28031,13637,4733,16909,5224,19568,6825,19407,6910,15927,5503
28033,23891,14625,23130,17572,161252,35266,107199,12216,53930,9596
28035,52722,14719,20722,7683,74934,27082,72604,24360,66018,17695
28037,9286,3798,15193,6823,8118,2791,8448,3064,8208,3053
28039,11098,1285,6599,1827,22578,1829,19144,1688,15297,1457
28041,8366,1923,6050,1347,14400,3749,13299,3482,9827,1972
28043,18409,9050,15727,11161,21906,9140,23263,9522,21043,8796
28045,14039,2246,11207,4339,43929,3138,42967,2934,24537,2435
28047,119489,19057,34658,10643,187105,41393,189601,39984,157665,30406
28049,187045,74750,63726,45407,245285,169370,250800,153297,250998,113301
28051,27096,19488,39088,31197,19198,16018,21609,16997,22970,16339
28053,19093,13300,NULL,NULL,9375,6987,11206,8013,13931,9145
28055,3576,2399,10560,9946,1406,906,2274,1427,2513,1397
28057,15080,872,14526,1198,23401,1391,22770,1473,20518,1264
28059,55522,10817,15451,5467,139668,30034,131420,27432,118015,22119
28061,16909,8437,18498,9013,17062,8970,18149,9597,17265,8487
28063,10142,7652,18221,14287,7726,6620,9740,8424,9181,7528
28065,13540,7408,12860,6757,12487,7477,13962,8011,13846,7421
28067,59542,15393,29885,8417,67761,19153,64958,17107,61912,14318
28069,12277,7212,20348,11691,10456,6288,10453,6076,10148,5512
28071,21355,7208,21883,9904,47351,11201,38744,9705,31030,8184
28073,13675,2231,11741,3619,55658,10883,39070,5040,23821,2562
28075,67119,23464,46919,21875,80261,34330,78161,29838,77285,24233
28077,10215,3861,13080,5147,12929,3974,13258,4252,12518,3866
28079,18660,7582,18298,6171,23805,9654,20940,7835,18790,6556
28081,40589,10284,28894,10667,82910,22619,75755,18566,57061,11651
28083,47142,30307,36290,30628,32317,23342,37947,25701,41525,24553
28085,26759,8340,28597,12054,34869,10443,33166,9839,30174,9043
28087,46639,17743,30703,21784,59779,25993,61586,25594,57304,19583
28089,32904,23630,33505,27298,95203,36368,74674,27987,41613,23255
28091,23293,7883,15599,6063,27088,8752,25595,8156,25708,7691
28093,24503,17239,26796,19342,37144,17439,34993,17622,29296,15577
28095,33953,12012,35178,19535,36989,11420,38014,11698,36404,10813
28097,13320,5968,17706,8927,10925,4967,12189,5479,13366,5473
28099,20927,4686,17980,2949,29676,6207,28684,5546,23789,4266
28101,19517,6183,23085,8950,21720,6567,21838,6632,19944,5430
28103,16826,12064,28503,23947,11545,8262,12548,8696,13212,8534
28105,26175,11435,19676,12675,47671,17431,42902,16059,36018,12355
28107,28791,16216,31274,21224,34707,16875,34274,16575,28164,13785
28109,22411,5177,10593,2422,55834,6872,48621,5924,33795,5032
28111,8745,2411,7685,2581,12250,2451,12138,2742,9864,2141
28113,35063,15397,37272,17597,40404,20813,38940,18507,36173,15666
28115,17232,3284,19688,4727,29957,4131,26726,3735,20918,3259
28117,17949,2185,16931,2875,25276,3488,25556,3308,24025,2590
28119,21019,13254,11593,8864,8223,5724,10117,6942,12636,7074
28121,34322,12806,23944,14249,141617,26634,115327,19743,69427,12901
28123,21187,8089,16723,6896,28264,10585,28423,11052,24556,8603
28125,10738,7469,15694,13967,4916,3490,6580,4561,7964,5229
28127,20454,7194,17201,5969,27503,9666,27639,9484,23441,7207
28129,14303,3235,16603,2899,16491,3776,16182,3739,15077,3189
28131,7013,1709,NULL,NULL,17786,3404,13622,2613,9716,2195
28133,45750,30855,28787,23281,29450,21479,34369,24010,34844,21611
28135,24081,15400,29078,20180,15378,8679,14903,8857,17157,9823
28137,18138,10439,19714,11535,28886,8755,25370,7870,20119,7735
28139,15093,2743,14631,2801,22232,3544,20826,3316,18739,2978
28141,13889,677,13067,1089,19593,519,19163,596,18434,683
28143,16826,13315,18646,16910,10778,7918,9227,6473,9652,7050
28145,18904,3312,18997,4216,27134,3935,25362,3791,21741,3000
28147,13512,6099,NULL,NULL,15443,6873,15156,6682,13761,5646
28149,42206,19660,37488,26191,48773,22920,49644,21439,51627,19301
28151,78638,43097,48933,41600,51137,36468,62977,40667,72344,40216
28153,16258,5799,14709,5843,20747,8071,21216,8065,19135,6405
28155,10580,2619,14853,3286,10253,2040,10294,2155,10300,2014
28157,13235,9428,18075,13904,9878,6992,10312,7034,10021,6708
28159,19246,8278,17139,6863,19198,8753,20160,8719,19474,7637
28161,12502,5538,21519,11182,12678,4805,13051,5045,13139,5015
28163,31653,18759,46672,35502,28065,16013,28149,15189,27349,14051
29001,20105,70,22700,216,25607,408,24977,299,24870,311
29003,11062,5,15282,130,17291,72,16492,69,13980,9
29005,9213,3,13604,14,5685,17,6430,132,8605,44
29007,26079,1654,21687,1617,25529,1646,25853,1859,26458,1486
29009,18921,5,23869,6,35597,107,34010,39,24408,5
29011,11113,1,16747,24,12402,47,12541,36,11292,2
29013,15905,134,25869,238,17049,150,16653,101,15873,121
29015,8737,22,14881,136,19056,58,17180,25,12183,14
29017,9167,0,14576,30,12363,32,12029,25,10301,0
29019,55202,3268,30533,4185,162642,15111,135454,11572,100376,6401
29021,90581,2582,93020,4457,89201,4662,85998,3751,87888,2619
29023,34656,2511,20624,1372,42794,2256,40867,2132,37693,1891
29025,8830,5,14605,278,9424,40,8969,12,8660,4
29027,23858,2028,24400,3514,44332,2032,40766,2307,32252,1689
29029,9116,11,11582,46,44002,179,37051,95,20017,30
29031,42020,1192,27621,1990,75674,5330,68693,3624,58837,2231
29033,13847,258,23098,1019,9295,154,10285,177,12131,268
29035,3973,0,5504,2,6265,7,5941,5,5428,0
29037,29702,307,22973,510,99478,3517,82092,1166,51029,404
29039,9185,0,16080,13,13982,14,13733,44,11894,1
29041,12720,852,23503,2232,7831,156,8438,269,10489,517
29043,12359,4,15832,51,77422,449,54285,145,22402,10
29045,8725,8,12811,50,7139,19,7416,5,8493,6
29047,87474,723,20302,1052,221939,11506,184006,4894,136488,1449
29049,11588,331,15297,769,20743,290,18979,288,15916,336
29051,40761,3161,21957,2157,75990,8512,71397,7084,56663,4223
29053,15448,1196,20311,2878,17601,1207,16670,1493,14643,891
29055,12647,4,13576,35,24696,67,22804,33,18300,3
29057,7577,66,15613,235,7883,30,7923,21,7383,15
29059,9314,0,13181,2,16777,35,15661,19,12096,15
29061,9502,30,17605,258,8433,23,8016,4,8905,6
29063,7226,0,12531,64,12892,1459,11597,1028,8222,0
29065,10445,1,13245,18,15657,55,14927,59,14517,0
29067,9653,2,16664,8,13684,30,13084,14,11594,4
29069,39139,1613,30328,96,31953,3105,33155,2879,36324,2293
29071,44566,543,29830,1365,101492,854,93807,882,71233,696
29073,12195,2,12847,41,15222,27,15342,18,13181,6
29075,8793,4,16820,11,6738,21,6861,8,7887,0
29077,126276,2358,63831,2625,275174,7892,240391,5426,185302,3004
29079,12220,18,16744,159,10261,59,10432,42,11959,10
29081,11603,1,20466,28,8957,30,8850,12,9890,0
29083,19226,238,27242,842,22272,226,21997,225,19672,227
29085,4516,0,8741,7,9627,25,8940,7,6367,1
29087,7885,2,14539,118,4912,8,5351,6,6882,5
29089,10859,1091,15653,3152,10144,532,10212,699,10008,835
29091,22027,86,21065,127,40400,156,37238,114,28807,46
29093,8041,48,8563,179,10630,138,10697,167,11084,44
29095,622732,84022,283522,24936,674158,161367,654880,152391,629266,125779
29097,78863,1049,89673,1368,117404,2267,104686,1551,86958,1009
29099,66377,831,27878,1565,218733,1798,198099,1354,146183,954
29101,28981,866,26297,1251,52595,2279,48258,2089,39059,1973
29103,6558,18,12403,168,4131,14,4361,4,5508,6
29105,18991,169,17363,216,35571,241,32513,138,24323,100
29107,25274,968,30154,2869,33381,742,32960,749,29925,852
29109,23260,47,26583,91,38634,102,35204,95,28973,9
29111,10984,467,15514,776,10211,323,10494,265,10901,356
29113,14783,543,17033,1362,52566,984,38944,677,22193,548
29115,16815,225,25253,668,12761,86,13754,82,15495,163
29117,15771,336,19453,596,15195,367,14558,339,15739,190
29119,11798,5,13539,2,23083,133,21681,38,14917,2
29121,16473,307,30868,1004,15566,353,15762,349,16313,305
29123,9366,32,11273,280,12226,34,11800,15,10725,5
29125,7282,1,10088,8,9176,24,8903,29,7551,3
29127,29522,1566,30572,2894,28781,1417,28289,1308,28638,1351
29129,5750,3,12335,33,3785,6,3757,7,4685,2
29131,13800,20,16717,96,24748,99,23564,65,18532,8
29133,20695,4941,14557,2006,14358,3440,13427,2757,15726,2934
29135,10500,152,14375,503,15607,581,14827,561,12068,212
29137,10688,513,18304,1223,8840,264,9311,357,9716,310
29139,11097,539,15604,1176,12236,201,12136,248,11537,365
29141,9476,166,12863,410,20565,131,19309,98,13807,94
29143,31350,6336,19488,2097,18956,2999,19760,3035,22945,3612
29145,30093,153,27136,539,58114,438,52636,312,40555,132
29147,22215,8,28833,155,23370,566,21912,295,21996,89
29149,9845,3,14681,9,10881,15,10344,10,10238,1
29151,10867,14,14283,149,13878,28,13062,21,12014,2
29153,6744,0,11926,16,9723,11,9542,14,7961,1
29155,38095,10255,19559,1533,18296,4899,20047,5259,24987,6567
29157,14642,9,14898,228,18971,75,18132,33,16784,21
29159,35120,1767,33913,2715,42201,1264,39403,1197,36378,1382
29161,25396,151,15796,136,45156,1008,39825,596,33633,301
29163,16706,1298,22556,3350,18516,1333,18351,1682,17568,1024
29165,23350,288,14429,719,89322,5270,73781,2574,46341,569
29167,13753,0,21561,138,31137,235,26992,122,18822,33
29169,46567,2772,11438,22,52274,5984,41165,4935,42011,4649
29171,6999,2,14308,20,4979,9,5223,3,6092,0
29173,8078,212,12913,610,10167,108,9626,107,8911,164
29175,22014,1133,26182,2458,25414,1490,24663,1734,25460,1618
29177,16075,355,21451,1215,23494,280,23354,341,21378,316
29179,5161,0,9592,2,6696,45,6689,35,7230,2
29181,9096,2,13099,5,14100,49,13509,6,12458,10
29183,52970,868,24695,1718,360485,14960,283883,7635,144107,1921
29185,8421,36,16412,184,9805,53,9652,22,8622,17
29186,12116,70,10607,386,18145,118,17842,128,15180,47
29187,36516,167,35738,556,65359,2775,55641,1126,42600,107
29189,703532,19007,82417,4253,998954,233029,1016315,193306,973896,109684
29195,25148,1359,29448,3784,23370,1235,23756,1280,24919,1236
29197,5052,0,9062,4,4431,1,4170,2,4979,3
29199,6484,4,11869,45,4843,3,4983,10,5415,2
29201,32748,3166,22372,545,39191,4468,40422,4246,39647,3176
29203,7087,0,11443,0,8441,17,8324,14,7885,1
29205,9063,194,14864,558,6373,32,6799,66,7826,72
29207,29490,1994,27807,24,29968,275,29705,270,29009,646
29209,8176,3,11559,1,32202,53,28658,21,15587,0
29211,8783,2,18598,93,6714,34,7219,10,7434,5
29213,10238,0,9134,1,51675,449,39703,138,20467,29
29215,17758,5,21458,2,26008,876,23003,49,21070,7
29217,20540,15,28827,138,21159,102,20454,125,19806,37
29219,8750,356,9123,478,32513,621,24525,476,14900,494
29221,14346,135,13378,403,25195,557,23344,578,17983,107
29223,8638,4,15181,23,13521,38,13259,22,11277,5
29225,13753,17,17377,87,36202,326,31045,359,20414,62
29227,3936,0,8007,0,2171,12,2382,4,3008,1
29229,14183,92,18315,236,18815,88,17955,50,16188,36
33001,28912,17,21309,41,60088,279,56325,165,42884,55
33003,15829,1,16316,13,47818,139,43666,73,27931,11
33005,43342,34,30659,26,77117,390,73825,271,62116,132
33007,37140,11,30753,31,33055,148,33111,40,35147,26
33009,48857,37,41652,44,89118,828,81743,435,65806,412
33011,178161,312,126072,77,400721,8298,380841,4904,276608,1388
33013,67785,65,53335,122,146445,1530,136225,730,98302,214
33015,99029,1375,52188,158,295223,1996,277359,1619,190345,1469
33017,59799,32,38951,25,123143,1242,112233,702,85408,241
33019,28067,19,19337,27,43742,185,40458,96,36063,42
34001,160880,28225,71894,10782,274549,44138,252552,44534,194119,34134
34003,780255,16269,138002,3295,905116,52473,884118,46568,845385,33043
34005,224499,14280,66565,3454,448734,74505,423394,64071,362542,45471
34007,392035,35297,142029,9402,513657,100441,508932,92059,471650,67232
34009,48555,3902,19745,1444,97265,4565,102326,5178,82266,5157
34011,106850,13028,55153,2641,156898,31741,146438,29585,132866,19868
34013,923545,180737,512886,18104,783969,320479,793633,327324,851116,316440
34015,134840,12262,37368,2375,288288,29006,254673,23084,199917,16936
34017,610734,41327,537231,7173,634266,83925,608975,82098,556972,70050
34019,54107,1128,33569,438,128349,3451,121989,2743,87361,1123
34021,266392,33714,125657,5125,366513,74318,350761,69502,307863,55545
34023,433856,16489,114426,1846,809858,78462,750162,68467,595893,35768
34025,334401,30730,94734,8279,630380,46443,615301,49609,503173,42985
34027,261620,5375,74704,1940,492276,15360,470212,13181,407630,10017
34029,108241,3351,21318,438,576567,18164,510916,15268,346038,9439
34031,406618,26799,215902,2401,501226,64295,489049,64647,447585,59171
34033,58711,8812,26999,3324,66083,9309,64285,9498,64676,9744
34035,143913,4476,38820,1414,323444,28943,297490,22396,203129,10123
34037,49255,160,26781,168,149265,2677,144166,1502,116119,680
34039,504255,37972,140197,5353,536499,118313,522541,108593,504094,81207
34041,63220,542,43187,364,108692,3818,102437,1914,84429,933
36001,272926,11210,173666,1222,304204,38609,294565,32624,285909,18839
36003,43978,102,41412,325,48946,524,49927,361,51742,161
36005,1424815,163896,NULL,NULL,1385108,505200,1332650,475007,1168972,371926
36007,212661,1290,78809,725,200600,9614,200536,6575,213648,3131
36009,80187,493,65919,333,80317,1024,83955,890,85697,615
36011,73942,1329,67106,661,80026,3195,81963,3272,79894,1941
36013,145377,1259,105126,169,134905,3197,139750,3051,146925,1901
36015,98706,2560,54662,593,88830,5828,91070,5303,97656,3939
36017,43243,204,35575,196,50477,345,51401,422,49344,235
36019,72722,2582,48230,251,82128,3209,79894,2863,80750,2330
36021,47322,1515,43658,1103,63096,2855,63094,2850,59487,2010
36023,41113,63,29249,71,49336,760,48599,416,48820,314
36025,43540,173,45575,226,47980,779,48055,568,46824,285
36027,176008,9917,87661,2367,297488,29518,280150,26097,245055,17131
36029,1064688,74880,528985,2059,919040,123931,950265,123529,1015472,102947
36031,35300,122,33458,82,39370,1073,38851,1092,36176,137
36033,44742,62,45717,53,51599,3127,51134,3389,44929,88
36035,51304,328,44534,317,55531,1060,55073,992,55153,473
36037,53994,741,37615,162,60079,1612,60370,1284,59400,1122
36039,31372,865,30214,513,49221,2826,48195,2664,40861,1225
36041,4267,4,4373,0,4836,35,5379,24,5034,0
36043,66370,84,56356,196,64519,700,64427,329,66714,118
36045,87835,232,80382,244,116229,5876,111738,6517,88151,274
36047,2627319,371405,1634351,22708,2504700,860083,2465326,898350,2230936,722812
36049,23249,10,24849,13,27087,184,26944,106,25035,15
36051,44053,839,38037,344,65393,1598,64328,1938,57006,666
36053,54635,328,39289,296,73442,1350,69441,916,65150,472
36055,586387,24184,283212,1224,744344,113171,735343,101078,702238,71041
36057,57240,229,57567,213,50219,951,49708,572,53439,262
36059,1300171,39350,83930,2317,1339532,149049,1334544,134673,1321582,90743
36061,1698281,397101,2762522,64651,1585873,246687,1537195,267302,1428285,309854
36063,242269,8030,92036,435,216469,14851,219846,13520,227354,11028
36065,264401,4768,154157,632,234878,14688,235469,13521,253466,7719
36067,423028,11767,200298,1296,467026,51220,458336,43011,463920,30117
36069,68070,960,52286,365,107931,2432,100224,2068,88909,1458
36071,183734,9644,116001,3081,372813,37946,341367,27601,259603,16225
36073,34159,1462,32000,147,42883,2523,44171,3230,38496,1988
36075,86118,194,71664,437,122109,972,122377,717,113901,434
36077,51942,150,47216,104,62259,1066,61676,1079,59075,355
36079,31722,116,14665,190,99710,2350,95745,1562,77193,417
36081,1809578,145855,284041,3198,2230722,426683,2229379,446189,1891325,354129
36083,142585,2366,122276,798,159429,10338,152538,7147,151966,4117
36085,221991,9674,85969,1152,468730,49857,443728,42914,352121,25616
