"county","pop_2010","pop_1960","pop_1910"
50019,0.01,0,0
50021,0.01,0,0
50023,0.01,0,0
50025,0.01,0,0
50027,0.01,0,0
51001,0.28,0.39,0.36
51003,0.1,0.15,0.32
51005,0.05,0.04,0.21
51007,0.23,0.51,0.63
51009,0.19,0.23,0.39
51011,0.2,0.25,0.35
51013,0.08,0.05,NULL
51015,0.04,0.04,0.14
51017,0.05,0.09,0.18
51019,0.06,0.19,0.29
51021,0.03,0.03,0.03
51023,0.03,0.09,0.2
51025,0.57,0.59,0.59
51027,0.03,0,0
51029,0.35,0.45,0.5
51031,0.14,0.21,0.39
51033,0.29,0.52,0.53
51035,0.01,0,0.01
51036,0.48,0.75,0.72
51037,0.3,0.4,0.53
51041,0.22,0.13,0.35
51043,0.05,0.17,0.25
51045,0,0,0.04
51047,0.16,0.27,0.39
51049,0.33,0.54,0.66
51051,0,0.01,0
51053,0.33,0.62,0.61
51057,0.38,0.47,0.58
51059,0.09,0.05,0.24
51061,0.08,0.26,0.33
51063,0.02,0.05,0.06
51065,0.15,0.38,0.41
51067,0.08,0.14,0.21
51069,0.04,0.02,0.05
51071,0.02,0.03,0.06
51073,0.09,0.28,0.47
51075,0.19,0.48,0.57
51077,0.02,0.04,0.05
51079,0.06,0.12,0.19
51081,0.6,0.55,0.62
51083,0.37,0.44,0.5
51085,0.09,0.25,0.41
51087,0.3,0.05,0.29
51089,0.22,0.23,0.4
51091,0,0.01,0.05
51093,0.25,0.53,0.5
51095,0.13,0.35,0.48
51097,0.28,0.52,0.56
51099,0.18,0.27,0.46
51101,0.18,0.44,0.57
51103,0.28,0.4,0.53
51105,0.04,0.01,0.04
51107,0.07,0.18,0.25
51109,0.18,0.4,0.48
51111,0.35,0.42,0.53
51113,0.1,0.22,0.32
51115,0.09,0.25,0.28
51117,0.37,0.47,0.57
51119,0.18,0.41,0.52
51121,0.04,0.04,0.13
51125,0.13,0.28,0.31
51127,0.13,0.51,0.6
51131,0.37,0.54,0.56
51133,0.25,0.43,0.4
51135,0.39,0.43,0.55
51137,0.13,0.22,0.41
51139,0.02,0.03,0.08
51141,0.06,0.09,0.09
51143,0.22,0.34,0.4
51145,0.14,0.4,0.6
51147,0.33,0.4,0.59
51149,0.32,0.23,0.58
51153,0.2,0.08,0.23
51155,0.05,0.07,0.17
51157,0.04,0.18,0.27
51159,0.3,0.35,0.41
51161,0.05,0.06,0.18
51163,0.03,0.08,0.17
51165,0.02,0.02,0.07
51167,0.01,0.02,0.04
51169,0.01,0.01,0.02
51171,0.02,0.02,0.02
51173,0.02,0.02,0.05
51175,0.37,0.58,0.61
51177,0.15,0.23,0.36
51179,0.17,0.12,0.21
51181,0.46,0.65,0.62
51183,0.58,0.66,0.66
51185,0.03,0.04,0.11
51187,0.05,0.07,0.13
51191,0.01,0.02,0.07
51193,0.28,0.47,0.5
51195,0.05,0.03,0.08
51197,0.03,0.04,0.11
51199,0.13,0.22,0.49
51515,0.2,NULL,NULL
51595,0.63,NULL,NULL
51678,0.1,NULL,NULL
51683,0.14,NULL,NULL
51685,0.13,NULL,NULL
51735,0.01,NULL,NULL
51775,0.07,NULL,NULL
53001,0.01,0,0
53003,0,0,0
53005,0.01,0,0
53007,0,0,0
53009,0.01,0,0
53011,0.02,0,0
53013,0,0,0
53015,0.01,0,0
53017,0,0,0
53019,0,0,0
53021,0.02,0.05,0
53023,0,0,0
53025,0.01,0.02,0
53027,0.01,0,NULL
53029,0.02,0.01,0
53031,0.01,0,0
53033,0.06,0.03,0.01
53035,0.03,0.01,0
53037,0.01,0,0.01
53039,0,0,0
53041,0.01,0,0
53043,0,0,0
53045,0.01,0,0
53047,0,0,0
53049,0,0,0
53051,0,0,NULL
53053,0.07,0.03,0.01
53055,0,0,0
53057,0.01,0,0
53059,0,0,0
53061,0.03,0,0
53063,0.02,0.01,0.01
53065,0,0,0
53067,0.03,0,0
53069,0,0,0
53071,0.02,0.01,0
53073,0.01,0,0
53075,0.02,0,0
53077,0.01,0.01,0.01
54001,0.01,0.01,0.06
54003,0.07,0.04,0.08
54005,0,0.01,0.02
54007,0,0.01,0.01
54009,0.01,0.01,0.01
54011,0.05,0.04,0.05
54013,0,0,0.01
54015,0,0.01,0
54017,0.01,0,0
54019,0.05,0.12,0.18
54021,0.12,0,0
54023,0.01,0.03,0.03
54025,0.03,0.05,0.07
54027,0.01,0.01,0.03
54029,0.02,0.04,0
54031,0.03,0.03,0.04
54033,0.02,0.02,0.03
54035,0,0,0
54037,0.07,0.15,0.22
54039,0.07,0.06,0.08
54041,0,0,0.01
54043,0,0,0
54045,0.02,0.08,0.04
54047,0.1,0.22,0.31
54049,0.03,0.04,0.02
54051,0.01,0.01,0.02
54053,0.01,0.02,0.02
54055,0.06,0.11,0.16
54057,0.03,0.03,0.04
54059,0.02,0.05,0.06
54061,0.04,0.02,0.01
54063,0.01,0.03,0.05
54065,0.01,0.02,0.02
54067,0,0,0
54069,0.04,0.03,0.02
54071,0.02,0.02,0.01
54073,0.01,0,0
54075,0.01,0.04,0.03
54077,0.01,0,0.01
54079,0.01,0,0.02
54081,0.08,0.12,0.08
54083,0.01,0.01,0.01
54085,0,0,0
54087,0,0,0
54089,0.05,0.07,0.06
54091,0.01,0.01,0.03
54093,0,0,0.02
54095,0,0,0.01
54097,0.01,0,0.01
54099,0,0,0.01
54101,0,0,0
54103,0,0,0
54105,0,0,0
54107,0.01,0.01,0.02
54109,0,0.04,0.01
55001,0.03,0,0
55003,0,0,0
55005,0.01,0,0
55007,0,0,0
55009,0.02,0,0
55011,0,0,0
55013,0.01,0,0
55015,0.01,0,0
55017,0.02,0,0
55019,0,0,0
55021,0.01,0,0
55023,0.02,0,0
55025,0.05,0.01,0
55027,0.03,0,0
55029,0.01,0,0
55031,0.01,0,0
55033,0.01,0,0
55035,0.01,0,0
55037,0,0,0
55039,0.01,0,0
55041,0.01,0,0
55043,0.01,0,0
55045,0,0,0
55047,0,0,0
55049,0,0,0
55051,0,0,0
55053,0.02,0,0
55055,0.01,0,0
55057,0.02,0,0
55059,0.07,0.01,0
55061,0,0,0
55063,0.01,0,0
55065,0,0,0
55067,0,0,0
55069,0.01,0,0
55071,0.01,0,0
55073,0.01,0,0
55075,0,0,0
55077,0,0,0
55078,0,NULL,NULL
55079,0.27,0.06,0
55081,0.01,0,0
55083,0,0,0
55085,0,0,0
55087,0.01,0,0
55089,0.01,0,0
55091,0,0,0
55093,0.01,0,0
55095,0,0,0
55097,0.01,0,0
55099,0,0,0
55101,0.11,0.04,0
55103,0,0,0
55105,0.05,0.02,0
55107,0,0,0
55109,0.01,0,0
55111,0.01,0,0
55113,0,0,0
55115,0,0,0
55117,0.01,0,0
55119,0,0,0
55121,0,0,0
55123,0,0,0
55125,0,0,0
55127,0.01,0,0
55129,0,0,0
55131,0.01,0,0
55133,0.01,0,0
55135,0,0,0
55137,0.02,0,0
55137,0.02,0,0
55139,0.02,0,0
55139,0.02,0,0
55141,0.01,0,0
55141,0.01,0,0
